gene	Ambalavanan_25449221	Da_paepe_20718599	Hadchoul_data	Hamvas_30342483	Li_26030808	Torgerson_30113228	Wang_23897914	Ahmed_37839510	Zasada_31445514	Zasada_31445514_day36GA	Bharracharya_22723293	Bhattacharya_33552042	Dai_34276789_data	Fulton_30459472	Gong_32412065	Luo_36514862_eqtl	Oji_mmuo_33177681_mRNA	Pietrzyk_24194948_down_day28	Pietrzyk_24194948_down_day5	Pietrzyk_24194948_up_day28	Pietrzyk_24194948_up_day5	Shen_33093882	Siddiah_37123538	Tsotakos_35947545_down	Windhorst_37090732	Yuon_chou_37507442_cpg_day14	Yuon_chou_37507442_cpg_day28	Yuon_chou_37507442_deg_day14	maic_score	contributors	
SRPRA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087292139	0	1.087292139	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LOC107987081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087292129	0	1.087292129	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
FAM240B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087292119	0	1.087292119	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LOC112268117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087292109	0	1.087292109	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
NDRG1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087292099	0	1.087292099	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LOC105377571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087292079	0	1.087292079	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
UBTD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087292069	0	1.087292069	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
RPL26L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087292059	0	1.087292059	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LOC105375341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087292039	0	1.087292039	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LRRN4CL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087292029	0	1.087292029	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LOC105371460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087292019	0	1.087292019	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
RHOH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087292009	0	1.087292009	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LMO3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291999	0	1.087291999	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
ZC3H14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291989	0	1.087291989	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
CELF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291979	0	1.087291979	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LINCADL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291959	0	1.087291959	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
ADD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291949	0	1.087291949	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LOC112268077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291889	0	1.087291889	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
EPC2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291879	0	1.087291879	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LINC02836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291869	0	1.087291869	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
MRPS31P5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291849	0	1.087291849	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
OR5A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291839	0	1.087291839	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
CCDC154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291829	0	1.087291829	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LAMTOR3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291819	0	1.087291819	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
ZFP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291799	0	1.087291799	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
RHOB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291779	0	1.087291779	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LOC101927436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291769	0	1.087291769	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LOC105378860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291759	0	1.087291759	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
SCAPER	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291749	0	1.087291749	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
ZNF331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291739	0	1.087291739	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
KALRN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291729	0	1.087291729	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
ARHGAP26-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291719	0	1.087291719	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
MYO1E	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291709	0	1.087291709	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
CYP2B6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291699	0	1.087291699	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
ESR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291679	0	1.087291679	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
MIR203A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291649	0	1.087291649	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LOC112268020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291639	0	1.087291639	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LOC101927588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291629	0	1.087291629	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
NIPSNAP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291609	0	1.087291609	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
AKAP9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291599	0	1.087291599	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LOC107986883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291589	0	1.087291589	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
ATG101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291579	0	1.087291579	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
DCHS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291569	0	1.087291569	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
GNAO1-DT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291549	0	1.087291549	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
SHQ1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291519	0	1.087291519	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
AK8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291509	0	1.087291509	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LOC107986547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291499	0	1.087291499	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LRRC43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291489	0	1.087291489	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
CDAN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291479	0	1.087291479	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LOC105372842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291469	0	1.087291469	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LRIT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291449	0	1.087291449	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
RNVU1-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291439	0	1.087291439	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
IFT88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291429	0	1.087291429	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
MIR6755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291399	0	1.087291399	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
MYEOV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291389	0	1.087291389	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
HGC6.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291379	0	1.087291379	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
SLC29A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291369	0	1.087291369	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LOC101927872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291359	0	1.087291359	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
IMPA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291349	0	1.087291349	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
TBCD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291339	0	1.087291339	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
MIX23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291329	0	1.087291329	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
PSMD9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291319	0	1.087291319	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
C19orf71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291309	0	1.087291309	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
PLA2G5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291299	0	1.087291299	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
TUBA1C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291289	0	1.087291289	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LOC105373942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291269	0	1.087291269	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
PCMTD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291259	0	1.087291259	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LOC105369308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291249	0	1.087291249	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
OBSCN-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291239	0	1.087291239	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
MOSMO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291229	0	1.087291229	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LPL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291219	0	1.087291219	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
YWHAG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291209	0	1.087291209	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
ADPRHL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291199	0	1.087291199	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
EMX2OS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291189	0	1.087291189	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
XPNPEP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291179	0	1.087291179	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LACC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291169	0	1.087291169	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
DMRT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291159	0	1.087291159	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LOC107986071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291139	0	1.087291139	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LOC105369750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291129	0	1.087291129	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LOC105377052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291119	0	1.087291119	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
IGF2R	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291089	0	1.087291089	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
RANGRF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291079	0	1.087291079	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LINC01128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291069	0	1.087291069	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
TICAM2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291059	0	1.087291059	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
ERAP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291049	0	1.087291049	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LINC02342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291039	0	1.087291039	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
SPIN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291029	0	1.087291029	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
TREX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087291009	0	1.087291009	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LINC00498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290999	0	1.087290999	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
NFKBIZ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290979	0	1.087290979	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
GAPVD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290969	0	1.087290969	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LOC105369958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290959	0	1.087290959	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
ABCB8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290949	0	1.087290949	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
PRR25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290939	0	1.087290939	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LOC105369632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290929	0	1.087290929	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
CELP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290919	0	1.087290919	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
SAMMSON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290909	0	1.087290909	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
ZNF780B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290899	0	1.087290899	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
OACYLP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290889	0	1.087290889	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
ZNF777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290879	0	1.087290879	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
ARHGAP27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290849	0	1.087290849	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
PEPD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290839	0	1.087290839	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
TRIM72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290829	0	1.087290829	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LINC00554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290809	0	1.087290809	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
CDYL-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290799	0	1.087290799	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LCN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290789	0	1.087290789	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
MIR1252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290759	0	1.087290759	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
HOXA10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290749	0	1.087290749	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LINC00415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290729	0	1.087290729	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LOC101928663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290719	0	1.087290719	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
DGKQ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290709	0	1.087290709	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
SIM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290689	0	1.087290689	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
C22orf39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290669	0	1.087290669	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LOC105376718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290649	0	1.087290649	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
ERVV-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290639	0	1.087290639	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
IMPG2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290629	0	1.087290629	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
DALRD3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290619	0	1.087290619	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LOC107985138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290609	0	1.087290609	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
PRSS3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290599	0	1.087290599	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
ZNF836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290579	0	1.087290579	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
CACNB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290569	0	1.087290569	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
RND3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290559	0	1.087290559	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LOC105379147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290549	0	1.087290549	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
RPP38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290539	0	1.087290539	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
RNF39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290529	0	1.087290529	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
GOLPH3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290519	0	1.087290519	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LHX9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290509	0	1.087290509	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
LSM10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.087290499	0	1.087290499	TRANSCRIPTOMICS: Yuon_chou_37507442_cpg_day28	
