Mouse Genes,Human Ortholog Symbol
Ttc5,ENSG00000136319
6430573F11Rik,ENSG00000250305
St6galnac2,ENSG00000284526
2610028H24Rik,ENSG00000160298
Slit2,ENSG00000145147
Cep63,ENSG00000182923
Zfp760,ENSG00000196378
Minos1,ENSG00000173436
Zwilch,ENSG00000174442
I830077J02Rik,ENSG00000143110
Rnf208,ENSG00000212864
Nav3,ENSG00000067798
Hdac11,ENSG00000163517
Gtf2h1,ENSG00000110768
Gpr4,ENSG00000177464
Rab7,ENSG00000075785
Ncaph,ENSG00000121152
Dcp1a,ENSG00000272886
Xpot,ENSG00000184575
Lyplal1,ENSG00000143353
Ddx10,ENSG00000178105
Xrn1,ENSG00000114127
Brix1,ENSG00000113460
Abca1,ENSG00000165029
4930453N24Rik,ENSG00000179021
Cdc14a,ENSG00000079335
Hcfc1r1,ENSG00000103145
Clcn6,ENSG00000011021
Faf1,ENSG00000185104
Huwe1,ENSG00000086758
Jak1,ENSG00000162434
Inip,ENSG00000148153
Ttk,ENSG00000112742
Rpap3,ENSG00000005175
Spr,ENSG00000115353
Raly,ENSG00000125970
Mapkapk5,ENSG00000089022
Hyal1,ENSG00000114378
BC025920,ENSG00000175691
Rassf1,ENSG00000068028
Epha3,ENSG00000044524
Med4,ENSG00000136146
Ftsj2,ENSG00000122687
Rpl21,ENSG00000122026
Fat1,ENSG00000083857
Cnep1r1,ENSG00000205423
Pip4k2b,ENSG00000276293
Bzw2,ENSG00000136261
Yipf4,ENSG00000119820
Lemd3,ENSG00000174106
Nup93,ENSG00000102900
Trappc13,ENSG00000113597
Hivep1,ENSG00000095951
Aebp1,ENSG00000106624
Vgll4,ENSG00000144560
Rttn,ENSG00000176225
Ddx24,ENSG00000089737
Pcdhga12,ENSG00000253159
Gstm5,ENSG00000134202
Cxcl17,ENSG00000189377
Med12l,ENSG00000144893
Ppp1r12c,ENSG00000125503
Ift43,ENSG00000119650
Cbx1,ENSG00000108468
Tubg1,ENSG00000131462
Bcl2l12,ENSG00000126453
Fam83d,ENSG00000101447
Hexa,ENSG00000213614
Commd3,ENSG00000148444
Nynrin,ENSG00000205978
Thumpd1,ENSG00000066654
Ell3,ENSG00000128886
Timm8a1,ENSG00000126953
Nkain4,ENSG00000101198
Rps19,ENSG00000105372
Sf3b6,ENSG00000115128
Ift52,ENSG00000101052
Atp6v1d,ENSG00000100554
Dennd1c,ENSG00000205744
Mterfd3,ENSG00000120832
Fam213b,ENSG00000157870
Cd163,ENSG00000177575
Eif2ak3,ENSG00000172071
Dcun1d5,ENSG00000137692
Exph5,ENSG00000110723
Adam17,ENSG00000151694
Stt3a,ENSG00000134910
Sema5b,ENSG00000082684
Map2k2,ENSG00000126934
Prdm6,ENSG00000061455
Adamts7,ENSG00000136378
Gch1,ENSG00000131979
Commd4,ENSG00000140365
Lgals9,ENSG00000006659
1110059E24Rik,ENSG00000155621
Sf3a3,ENSG00000183431
Aldh2,ENSG00000111275
Zfp334,ENSG00000198185
S100pbp,ENSG00000116497
Ccdc130,ENSG00000104957
Tbc1d22b,ENSG00000065491
Smc3,ENSG00000108055
Rpn1,ENSG00000163902
Slc27a4,ENSG00000167114
Csgalnact2,ENSG00000169826
Wars,ENSG00000140105
Pign,ENSG00000197563
Gfpt1,ENSG00000198380
Auts2,ENSG00000158321
Slc10a7,ENSG00000120519
Sos2,ENSG00000100485
Mks1,ENSG00000011143
Zfp202,ENSG00000166261
Asxl1,ENSG00000171456
Fam136a,ENSG00000035141
B2m,ENSG00000166710
Pdf,ENSG00000258429
Ccdc78,ENSG00000162004
Glyr1,ENSG00000140632
Top1mt,ENSG00000184428
Setbp1,ENSG00000152217
Tenm3,ENSG00000218336
Sft2d2,ENSG00000213064
C1qa,ENSG00000173372
Fbxl15,ENSG00000107872
Aasdhppt,ENSG00000149313
Figf,ENSG00000165197
S100a10,ENSG00000197747
Mrps36,ENSG00000134056
Lepre1,ENSG00000117385
Sec16b,ENSG00000120341
Ccdc181,ENSG00000117477
Agt,ENSG00000170430
Tlr8,ENSG00000101916
Gsg2,ENSG00000177602
Dnah6,ENSG00000115423
Cfl1,ENSG00000172757
Tagap,ENSG00000164691
Zdhhc3,ENSG00000163812
Smarca2,ENSG00000080503
2810417H13Rik,ENSG00000166803
Klf4,ENSG00000136826
Impa2,ENSG00000141401
Cadm4,ENSG00000105767
Dnal1,ENSG00000119661
Wnt2,ENSG00000105989
Ndst3,ENSG00000164100
Rps6ka4,ENSG00000162302
Myoz2,ENSG00000172399
Kif21a,ENSG00000139116
Eif1,ENSG00000173812
Col8a2,ENSG00000171812
Psmg4,ENSG00000180822
Sec22a,ENSG00000121542
Smap1,ENSG00000112305
Bend4,ENSG00000188848
Tm2d1,ENSG00000162604
Cdk5rap2,ENSG00000136861
Fam120a,ENSG00000048828
Gna12,ENSG00000146535
Laptm4b,ENSG00000104341
Spint2,ENSG00000167642
Fcho1,ENSG00000130475
Ndufb4,ENSG00000065518
Dab2,ENSG00000153071
F2r,ENSG00000181104
Dexi,ENSG00000182108
Zfp36l1,ENSG00000185650
1110034G24Rik,ENSG00000171984
Slc26a6,ENSG00000225697
Dcaf6,ENSG00000143164
Adam28,ENSG00000042980
Slc9a8,ENSG00000197818
Atf6,ENSG00000118217
Atp5c1,ENSG00000165629
Cog7,ENSG00000168434
Wdr60,ENSG00000126870
Kcna3,ENSG00000177272
Vps37a,ENSG00000155975
Ppid,ENSG00000171497
Ndufa10,ENSG00000130414
Crybg3,ENSG00000080200
Mageh1,ENSG00000187601
Slc35f5,ENSG00000115084
B3gnt2,ENSG00000170340
Dis3l,ENSG00000166938
Frmd5,ENSG00000171877
Gtpbp10,ENSG00000105793
Pus3,ENSG00000110060
Col6a2,ENSG00000142173
Fam13b,ENSG00000031003
Creld2,ENSG00000184164
Wdr76,ENSG00000092470
Oser1,ENSG00000132823
Atp5sl,ENSG00000105341
Prr33,ENSG00000283787
Gtf2e2,ENSG00000197265
Cobl,ENSG00000106078
Eif2b1,ENSG00000111361
Ciita,ENSG00000179583
Lysmd3,ENSG00000176018
Matk,ENSG00000007264
Smim5,ENSG00000204323
Mrgbp,ENSG00000101189
Spa17,ENSG00000064199
Scaf11,ENSG00000139218
Ppp1r36,ENSG00000165807
Popdc2,ENSG00000121577
Sde2,ENSG00000143751
Emg1,ENSG00000126749
Zcchc7,ENSG00000147905
Dgka,ENSG00000065357
Alg9,ENSG00000086848
Stom,ENSG00000148175
Ccnj,ENSG00000107443
Commd5,ENSG00000170619
Naa10,ENSG00000102030
Alg13,ENSG00000101901
Ado,ENSG00000181915
Etf1,ENSG00000120705
Btf3,ENSG00000145741
Irf8,ENSG00000140968
Rcor2,ENSG00000167771
Dstyk,ENSG00000133059
Sf3a1,ENSG00000099995
Tekt1,ENSG00000167858
Csad,ENSG00000139631
Iqcg,ENSG00000114473
A230046K03Rik,ENSG00000136051
Mblac2,ENSG00000176055
Nwd2,ENSG00000174145
Adcy7,ENSG00000121281
Ankrd24,ENSG00000089847
Adra2a,ENSG00000150594
Pole2,ENSG00000100479
Zfp266,ENSG00000174652
Ptn,ENSG00000105894
Paqr7,ENSG00000182749
Fam149b,ENSG00000138286
Wdr31,ENSG00000148225
Eid2,ENSG00000176396
Pink1,ENSG00000158828
Acadm,ENSG00000117054
Ppp2r4,ENSG00000119383
Ddx18,ENSG00000088205
Eif4g2,ENSG00000110321
Gm13298,ENSG00000205108
Stxbp4,ENSG00000166263
Piezo1,ENSG00000103335
Isg20l2,ENSG00000143319
Odf2l,ENSG00000122417
Map4k5,ENSG00000012983
1700003M02Rik,ENSG00000272514
Tex26,ENSG00000175664
Gtpbp6,ENSG00000178605
Sf3b5,ENSG00000169976
Zfp592,ENSG00000166716
Elovl5,ENSG00000012660
Ssu2,ENSG00000125046
Wsb1,ENSG00000109046
Ddx42,ENSG00000198231
Parp9,ENSG00000138496
Pla2g1b,ENSG00000170890
Ska2,ENSG00000182628
2610001J05Rik,ENSG00000214194
Cd300lg,ENSG00000161649
Traf6,ENSG00000175104
Mtg2,ENSG00000101181
Kntc1,ENSG00000184445
Gm4532,ENSG00000180096
Sox6,ENSG00000110693
Sugp1,ENSG00000105705
Rtfdc1,ENSG00000022277
Pradc1,ENSG00000135617
Slc24a1,ENSG00000074621
Pcdhb22,ENSG00000113248
Cipc,ENSG00000198894
Myo1e,ENSG00000157483
Rnf6,ENSG00000127870
Hspa14,ENSG00000187522
Gpx8,ENSG00000164294
Noc3l,ENSG00000173145
Kynu,ENSG00000115919
Ube2w,ENSG00000104343
Frg1,ENSG00000109536
Gm1661,ENSG00000198520
Mllt11,ENSG00000213190
Riok1,ENSG00000124784
Prdx1,ENSG00000117450
Phex,ENSG00000102174
Mcidas,ENSG00000234602
Cd48,ENSG00000117091
Slc25a35,ENSG00000125434
Cmtm4,ENSG00000183723
Col4a4,ENSG00000081052
Vash1,ENSG00000071246
Zdhhc9,ENSG00000188706
Gm2a,ENSG00000196743
Gchfr,ENSG00000137880
Ankrd40,ENSG00000154945
Mlf1,ENSG00000178053
Tmf1,ENSG00000144747
Pcca,ENSG00000175198
Synrg,ENSG00000275066
Trappc8,ENSG00000153339
Pdgfrl,ENSG00000104213
Prdm5,ENSG00000138738
Rasd2,ENSG00000100302
Phax,ENSG00000164902
Ahnak,ENSG00000124942
Ndufb6,ENSG00000165264
Hint2,ENSG00000137133
Tesk2,ENSG00000070759
Slx1b,ENSG00000181625
Akap13,ENSG00000170776
Wnt4,ENSG00000162552
Abi2,ENSG00000138443
Stim1,ENSG00000167323
Dgcr14,ENSG00000100056
Tcf12,ENSG00000140262
Nap1l5,ENSG00000177432
Tmed2,ENSG00000086598
Rbm42,ENSG00000126254
Rnf139,ENSG00000170881
Ttc17,ENSG00000052841
Zcchc8,ENSG00000033030
Scyl3,ENSG00000000457
Ppp4c,ENSG00000149923
Dpep1,ENSG00000015413
Psma5,ENSG00000143106
Ppp6r3,ENSG00000110075
Rpl8,ENSG00000161016
Scamp2,ENSG00000140497
Fat2,ENSG00000086570
Bcl2l14,ENSG00000121380
Ddr2,ENSG00000162733
Thoc5,ENSG00000100296
Aurka,ENSG00000087586
Rabggta,ENSG00000100949
Osbpl9,ENSG00000117859
4930427A07Rik,ENSG00000185347
Slitrk6,ENSG00000184564
Pid1,ENSG00000153823
Cdkn1a,ENSG00000124762
2310007L24Rik,ENSG00000224383
Adipor1,ENSG00000159346
Alcam,ENSG00000170017
Ybx3,ENSG00000060138
Grtp1,ENSG00000139835
Zfp511,ENSG00000198546
Galnt12,ENSG00000119514
Pex13,ENSG00000162928
Fkbp10,ENSG00000141756
Prr15,ENSG00000176532
Tmem8,ENSG00000129925
Bst1,ENSG00000109743
Cirbp,ENSG00000099622
Ap4b1,ENSG00000134262
Cxcr3,ENSG00000186810
Orc6,ENSG00000091651
Ppil6,ENSG00000185250
9130011E15Rik,ENSG00000120029
L3mbtl3,ENSG00000198945
Ofd1,ENSG00000046651
Coro1b,ENSG00000172725
Pdpr,ENSG00000090857
Fam92b,ENSG00000153789
Nsd1,ENSG00000165671
Eef1d,ENSG00000104529
Stambpl1,ENSG00000138134
M6pr,ENSG00000167244
Tsta3,ENSG00000104522
Mfap1a,ENSG00000140259
Zswim1,ENSG00000168612
Iqgap3,ENSG00000183856
Fbxl4,ENSG00000112234
Casq2,ENSG00000118729
Srfbp1,ENSG00000151304
Psmb3,ENSG00000277791
Rpap2,ENSG00000122484
Cenpv,ENSG00000166582
Actr3,ENSG00000115091
Gtf2e1,ENSG00000153767
Ntn3,ENSG00000162068
Ppap2c,ENSG00000141934
Pde1a,ENSG00000115252
Slc15a2,ENSG00000163406
Gm13157,ENSG00000196378
Cbl,ENSG00000110395
Nisch,ENSG00000010322
Pef1,ENSG00000162517
Cad,ENSG00000169598
Pdk4,ENSG00000004799
Tnfrsf23,ENSG00000173535
Kcnab1,ENSG00000169282
Ctr9,ENSG00000198730
Ipmk,ENSG00000151151
Rbm18,ENSG00000119446
Coq7,ENSG00000167186
Myl7,ENSG00000106631
Ppp3ca,ENSG00000138814
Ccdc107,ENSG00000159884
Ctsd,ENSG00000117984
Map4k1,ENSG00000104814
Prom1,ENSG00000007062
Mdga1,ENSG00000112139
Nfib,ENSG00000147862
AI414108,ENSG00000080854
Klk8,ENSG00000167748
Bnip3,ENSG00000176171
Tnnc1,ENSG00000114854
Stk35,ENSG00000125834
Ebp,ENSG00000147155
Rab13,ENSG00000143545
Hectd3,ENSG00000126107
Dnm3,ENSG00000197959
Dusp11,ENSG00000144048
Zmat4,ENSG00000165061
Ptpmt1,ENSG00000110536
Ano8,ENSG00000074855
Cdc37l1,ENSG00000106993
Zbtb2,ENSG00000181472
Relt,ENSG00000054967
Grb7,ENSG00000141738
Alkbh3,ENSG00000166199
1700029J07Rik,ENSG00000205129
Pcmt1,ENSG00000120265
Cdan1,ENSG00000140326
Clcn5,ENSG00000171365
Smarcc1,ENSG00000173473
Mrps33,ENSG00000090263
Adck4,ENSG00000123815
Pigv,ENSG00000060642
Pnpla6,ENSG00000032444
Mbnl3,ENSG00000076770
Lrrc45,ENSG00000169683
Ywhae,ENSG00000108953
Myh6,ENSG00000197616
Anxa8,ENSG00000265190
Nrk,ENSG00000123572
Vta1,ENSG00000009844
Asns,ENSG00000070669
Sugct,ENSG00000175600
Rimklb,ENSG00000166532
Nphp1,ENSG00000144061
Gpr173,ENSG00000184194
Rasl12,ENSG00000103710
Arhgef11,ENSG00000132694
Cdkn1b,ENSG00000111276
Cdh4,ENSG00000179242
Zdhhc20,ENSG00000180776
Rnmt,ENSG00000101654
Zbtb34,ENSG00000177125
Gmds,ENSG00000112699
Rab12,ENSG00000206418
0610012G03Rik,ENSG00000270170
Chst7,ENSG00000147119
Slc7a2,ENSG00000165349
Kctd21,ENSG00000188997
9130401M01Rik,ENSG00000189376
Celf4,ENSG00000101489
Agpat6,ENSG00000158669
Ddx51,ENSG00000185163
Kank3,ENSG00000186994
2300009A05Rik,ENSG00000189227
Fsip1,ENSG00000150667
Cnksr3,ENSG00000153721
Cinp,ENSG00000100865
Arl13b,ENSG00000169379
Slc26a8,ENSG00000112053
Taf1d,ENSG00000166012
E130308A19Rik,ENSG00000165185
Nsun6,ENSG00000241058
Nol10,ENSG00000115761
Atp5h,ENSG00000167863
Aldh4a1,ENSG00000159423
Ctnnd1,ENSG00000198561
Gbp7,ENSG00000162654
Prokr2,ENSG00000101292
Zfp319,ENSG00000166188
Clec2d,ENSG00000069493
Zfp459,ENSG00000213799
Dap3,ENSG00000132676
Mad2l1,ENSG00000164109
Gpr137b,ENSG00000077585
Ppp1r32,ENSG00000162148
Grb2,ENSG00000177885
Prrg4,ENSG00000135378
Fam53b,ENSG00000189319
Rhebl1,ENSG00000167550
Lefty1,ENSG00000243709
Eya1,ENSG00000104313
Narfl,ENSG00000103245
Anapc2,ENSG00000176248
Wwp2,ENSG00000198373
Kctd20,ENSG00000112078
Pogz,ENSG00000143442
Irak2,ENSG00000134070
Cdt1,ENSG00000167513
Crk,ENSG00000167193
Zc3h15,ENSG00000065548
Cdc123,ENSG00000151465
Tmie,ENSG00000181585
Ctbp2,ENSG00000175029
Ska1,ENSG00000154839
Bdh2,ENSG00000164039
Ptgs1,ENSG00000095303
Neo1,ENSG00000067141
Puf60,ENSG00000179950
Snrnp40,ENSG00000060688
Bmp2k,ENSG00000138756
Man2a1,ENSG00000112893
Slc25a16,ENSG00000122912
Farp1,ENSG00000152767
5830418K08Rik,ENSG00000166004
Fabp7,ENSG00000164434
Snrpn,ENSG00000128739
Cnpy3,ENSG00000137161
Sgsh,ENSG00000181523
Xpnpep2,ENSG00000122121
Padi2,ENSG00000117115
Ms4a8a,ENSG00000166959
Lrch3,ENSG00000186001
Mx1,ENSG00000157601
Slc35e2,ENSG00000189339
6030458C11Rik,ENSG00000082213
Ndufs2,ENSG00000158864
Tm6sf2,ENSG00000213996
Atp1a1,ENSG00000163399
Evc2,ENSG00000173040
Mrps17,ENSG00000239789
Rictor,ENSG00000164327
Gclm,ENSG00000023909
Plag1,ENSG00000181690
Clptm1,ENSG00000104853
Ndufb3,ENSG00000119013
Kif1b,ENSG00000054523
Lyn,ENSG00000254087
Tpp1,ENSG00000166340
Kifc3,ENSG00000140859
Hectd1,ENSG00000092148
Tubb5,ENSG00000196230
Ptpla,ENSG00000165996
Arhgef26,ENSG00000114790
Spg11,ENSG00000104133
Rit1,ENSG00000127152
Rps6kc1,ENSG00000162889
Hilpda,ENSG00000135245
Grin2d,ENSG00000105464
Slc39a9,ENSG00000029364
Rps3a1,ENSG00000145425
Zbtb44,ENSG00000196323
Ctf1,ENSG00000150281
Vps26a,ENSG00000122958
Wash,ENSG00000181404
Sigmar1,ENSG00000147955
Lclat1,ENSG00000172954
Camsap3,ENSG00000076826
Nmrk1,ENSG00000106733
Clec11a,ENSG00000105472
Dhdh,ENSG00000104808
Cd46,ENSG00000117335
Ankrd37,ENSG00000186352
Cox6b2,ENSG00000160471
Mrpl37,ENSG00000116221
Slc22a21,ENSG00000197375
Stard8,ENSG00000130052
Kdr,ENSG00000128052
Wnk3,ENSG00000196632
Efemp2,ENSG00000172638
Zc4h2,ENSG00000126970
Fbn1,ENSG00000166147
Slc35b2,ENSG00000157593
Sbk1,ENSG00000188322
Rad23b,ENSG00000119318
Cacybp,ENSG00000116161
Slc41a1,ENSG00000133065
Slc2a8,ENSG00000136856
Cldn8,ENSG00000156284
Chtop,ENSG00000160679
Ngdn,ENSG00000129460
Zhx3,ENSG00000174306
Trak1,ENSG00000182606
Phyhip,ENSG00000168490
Rpl15,ENSG00000174748
Gng8,ENSG00000167414
Papd4,ENSG00000164329
Nelfa,ENSG00000185049
Zdhhc16,ENSG00000171307
Trappc6b,ENSG00000182400
Rasl11b,ENSG00000128045
Sirt1,ENSG00000096717
Sdpr,ENSG00000168497
Yes1,ENSG00000176105
1500015O10Rik,ENSG00000119147
Hmgcll1,ENSG00000146151
Plekha6,ENSG00000143850
Mrpl10,ENSG00000159111
AI182371,ENSG00000106804
Mrpl19,ENSG00000115364
Il27ra,ENSG00000104998
Spag1,ENSG00000104450
9130008F23Rik,ENSG00000197261
Rassf5,ENSG00000266094
Atxn7l3b,ENSG00000253719
Sgol1,ENSG00000129810
Cacfd1,ENSG00000160325
Nr2c2ap,ENSG00000184162
Gatsl2,ENSG00000274070
Asb13,ENSG00000196372
Dlst,ENSG00000119689
Fam184a,ENSG00000111879
Atp10a,ENSG00000206190
Ndel1,ENSG00000166579
Cops3,ENSG00000141030
Mfhas1,ENSG00000147324
Dopey2,ENSG00000142197
Cask,ENSG00000147044
Sgsm1,ENSG00000167037
Tmem199,ENSG00000244045
Mmp15,ENSG00000102996
Atf7ip,ENSG00000171681
Hmces,ENSG00000183624
Trip12,ENSG00000153827
Fam73b,ENSG00000148343
Zfp383,ENSG00000188283
Fndc1,ENSG00000164694
Ago2,ENSG00000123908
Ackr4,ENSG00000129048
Sufu,ENSG00000107882
Hipk3,ENSG00000110422
Kdm3a,ENSG00000115548
Cdyl2,ENSG00000166446
Clec16a,ENSG00000038532
Tiparp,ENSG00000163659
Smim22,ENSG00000267795
Trib3,ENSG00000101255
Paip2,ENSG00000120727
Ctcf,ENSG00000102974
Bcl2l13,ENSG00000099968
Mcee,ENSG00000124370
Cdc25b,ENSG00000101224
Ttc19,ENSG00000011295
Ifit3,ENSG00000119917
Plscr4,ENSG00000114698
Slc25a14,ENSG00000102078
Rbks,ENSG00000171174
Arfgap2,ENSG00000149182
Eci2,ENSG00000198721
Rpl11,ENSG00000142676
Sh3bgrl2,ENSG00000198478
Reep5,ENSG00000129625
Prkci,ENSG00000163558
Ercc6,ENSG00000225830
Ccdc55,ENSG00000126653
Smn1,ENSG00000172062
Rilpl1,ENSG00000188026
Ebna1bp2,ENSG00000117395
Kif9,ENSG00000088727
Pknox2,ENSG00000165495
Cdk4,ENSG00000135446
Krcc1,ENSG00000172086
Afap1,ENSG00000196526
Rps3,ENSG00000149273
Amz1,ENSG00000174945
Gna14,ENSG00000156049
Fn3krp,ENSG00000141560
Timp4,ENSG00000157150
Chsy1,ENSG00000131873
Mllt1,ENSG00000130382
Nrg1,ENSG00000286131
Osbpl5,ENSG00000021762
Mcm4,ENSG00000104738
Siglec5,ENSG00000168995
Ppa1,ENSG00000180817
Zfpm2,ENSG00000169946
Fnta,ENSG00000168522
Ddx54,ENSG00000123064
Fam181b,ENSG00000182103
Arsk,ENSG00000164291
Gm10094,ENSG00000150459
Fam179b,ENSG00000198718
Pick1,ENSG00000100151
Cln3,ENSG00000188603
Xkr8,ENSG00000158156
Foxa2,ENSG00000125798
Ahcyl1,ENSG00000168710
Tinagl1,ENSG00000142910
Pgam1,ENSG00000171314
Heatr6,ENSG00000068097
Syp,ENSG00000179295
Arfgef2,ENSG00000124198
Cbln3,ENSG00000139899
Tmem231,ENSG00000205084
Wdr63,ENSG00000162643
Ube3b,ENSG00000151148
Gm14378,ENSG00000260001
Ppil1,ENSG00000137168
Ankra2,ENSG00000164331
Dgat2,ENSG00000062282
Lmo1,ENSG00000166407
Parp11,ENSG00000111224
Hpse,ENSG00000173083
Nudc,ENSG00000090273
Spg20,ENSG00000133104
Ccdc93,ENSG00000125633
Lactb,ENSG00000103642
Med17,ENSG00000042429
Mocs1,ENSG00000124615
Echdc1,ENSG00000093144
Tmem106b,ENSG00000106460
Polr2l,ENSG00000177700
Fads2,ENSG00000134824
Olfml2a,ENSG00000185585
Zfp36l2,ENSG00000152518
Ept1,ENSG00000138018
Tceb3,ENSG00000011007
Ern1,ENSG00000178607
Casd1,ENSG00000127995
Zc3hav1l,ENSG00000146858
Ncaph2,ENSG00000025770
Gna11,ENSG00000088256
9230110C19Rik,ENSG00000137691
Gpam,ENSG00000119927
Naa20,ENSG00000173418
Mtmr11,ENSG00000014914
Pkp4,ENSG00000144283
Ero1lb,ENSG00000086619
Megf8,ENSG00000105429
Mre11a,ENSG00000020922
1810043G02Rik,ENSG00000160226
Usp8,ENSG00000138592
Ttc4,ENSG00000243725
Bmpr1a,ENSG00000107779
Maats1,ENSG00000183833
Sec23b,ENSG00000101310
Cd101,ENSG00000134256
Slco1a5,ENSG00000084453
Ubxn7,ENSG00000163960
Psmb5,ENSG00000100804
Rps15a,ENSG00000134419
St7l,ENSG00000007341
Shroom4,ENSG00000158352
Rabep1,ENSG00000029725
Wdr55,ENSG00000120314
Snrpd1,ENSG00000167088
Suz12,ENSG00000178691
Ash2l,ENSG00000129691
B4galnt2,ENSG00000167080
Fmr1,ENSG00000102081
Zbtb18,ENSG00000179456
Tagln2,ENSG00000158710
Rp2h,ENSG00000102218
Tmc7,ENSG00000170537
Cstf3,ENSG00000176102
Gm2382,ENSG00000136371
Prkag3,ENSG00000115592
Hmg20a,ENSG00000140382
Klk13,ENSG00000167759
Cx3cl1,ENSG00000006210
Dld,ENSG00000091140
Stox1,ENSG00000165730
Acot8,ENSG00000101473
Wdr54,ENSG00000005448
Slc44a2,ENSG00000129353
Smarcd2,ENSG00000108604
Gal3st1,ENSG00000128242
Cadm3,ENSG00000162706
Ak4,ENSG00000233381
Itpr1,ENSG00000150995
Ptprm,ENSG00000173482
Zfp72,ENSG00000197013
Mllt4,ENSG00000130396
Nagpa,ENSG00000103174
Tmem132c,ENSG00000181234
Hoxa2,ENSG00000105996
Klhl22,ENSG00000099910
Ptov1,ENSG00000104960
Pde4dip,ENSG00000178104
Igf2r,ENSG00000197081
Acsl3,ENSG00000123983
Tifab,ENSG00000255833
Sf3b1,ENSG00000087365
Camsap2,ENSG00000118200
Gemin6,ENSG00000152147
Il17re,ENSG00000163701
Mrpl9,ENSG00000143436
Fads3,ENSG00000221968
Haghl,ENSG00000103253
Prdm11,ENSG00000019485
Zfp277,ENSG00000198839
Asrgl1,ENSG00000162174
Tyw1,ENSG00000198874
Gja5,ENSG00000265107
Slc7a14,ENSG00000013293
Slc12a7,ENSG00000113504
Klrk1,ENSG00000213809
Cox16,ENSG00000133983
Ptplad1,ENSG00000074696
Snf8,ENSG00000159210
Chmp1a,ENSG00000131165
Ap1ar,ENSG00000138660
Tmem165,ENSG00000134851
Nras,ENSG00000213281
1700021F05Rik,ENSG00000130349
Tmco1,ENSG00000143183
Inhba,ENSG00000122641
Rab3b,ENSG00000169213
Kremen1,ENSG00000183762
Dhrs7,ENSG00000100612
Cd47,ENSG00000196776
Orai3,ENSG00000175938
Rps8,ENSG00000142937
Cuedc1,ENSG00000180891
Tom1l1,ENSG00000141198
Qk,ENSG00000112531
Abcc8,ENSG00000006071
Mycbpap,ENSG00000136449
Ccbl2,ENSG00000137944
Adora2b,ENSG00000170425
Cnot8,ENSG00000155508
Tmco3,ENSG00000150403
Ttc29,ENSG00000137473
Tet1,ENSG00000138336
Fam111a,ENSG00000166801
Zbtb3,ENSG00000185670
Gfod1,ENSG00000145990
Tnfrsf14,ENSG00000157873
C1qtnf6,ENSG00000133466
Thoc1,ENSG00000079134
Zfp287,ENSG00000141040
Hspb8,ENSG00000152137
Zbtb37,ENSG00000185278
Ccdc137,ENSG00000185298
Itsn2,ENSG00000198399
Uvssa,ENSG00000163945
Osbpl7,ENSG00000006025
Morn1,ENSG00000116151
Stk24,ENSG00000102572
Gtf2f2,ENSG00000188342
Macf1,ENSG00000127603
Caskin1,ENSG00000167971
Tmem167,ENSG00000174695
Clec3b,ENSG00000163815
Fas,ENSG00000026103
Dnajb11,ENSG00000090520
Tmem14a,ENSG00000096092
Nqo2,ENSG00000124588
Dnajc25,ENSG00000059769
Ttll1,ENSG00000100271
Isg15,ENSG00000187608
Ccdc117,ENSG00000159873
Lats1,ENSG00000131023
Gprc5a,ENSG00000013588
Gm867,ENSG00000169314
Tbxas1,ENSG00000059377
Eif3l,ENSG00000100129
Muc5ac,ENSG00000215182
Erlec1,ENSG00000068912
Klhl29,ENSG00000119771
Pigq,ENSG00000007541
Ercc5,ENSG00000134899
Rab11b,ENSG00000185236
Slc37a2,ENSG00000134955
Gsta3,ENSG00000182793
Ttc25,ENSG00000204815
Coasy,ENSG00000068120
Zfp28,ENSG00000196867
Prkaca,ENSG00000072062
Klhl42,ENSG00000087448
Pparg,ENSG00000132170
Sppl2a,ENSG00000138600
Pdgfb,ENSG00000100311
Mbnl2,ENSG00000139793
Nos1ap,ENSG00000198929
Tnfrsf13c,ENSG00000159958
Ccdc15,ENSG00000149548
1110065P20Rik,ENSG00000197982
Senp1,ENSG00000079387
Ptpru,ENSG00000060656
Nop58,ENSG00000055044
Bckdhb,ENSG00000083123
Slco2b1,ENSG00000137491
Asb8,ENSG00000177981
Gfra1,ENSG00000151892
Zfp503,ENSG00000165655
Fam114a2,ENSG00000055147
Mastl,ENSG00000120539
Scnn1g,ENSG00000166828
Dcakd,ENSG00000172992
Dennd2d,ENSG00000162777
Tmod1,ENSG00000136842
Ythdc2,ENSG00000047188
Med16,ENSG00000175221
Tra2a,ENSG00000164548
E230008N13Rik,ENSG00000197816
Parp6,ENSG00000137817
Foxn3,ENSG00000053254
Lama4,ENSG00000112769
H2afy2,ENSG00000099284
Fzd2,ENSG00000180340
Zmiz1,ENSG00000108175
Rnf145,ENSG00000145860
Slc25a30,ENSG00000174032
Zfp455,ENSG00000197013
Dusp12,ENSG00000081721
Shq1,ENSG00000144736
Paqr6,ENSG00000160781
Sh2d3c,ENSG00000095370
Cldn1,ENSG00000163347
Ndrg3,ENSG00000101079
Pgf,ENSG00000119630
Smarcd3,ENSG00000082014
Phc2,ENSG00000134686
Rad54l,ENSG00000085999
Sars,ENSG00000031698
Tmem50b,ENSG00000142188
Coq10b,ENSG00000115520
Ppp2r2a,ENSG00000221914
Ddx58,ENSG00000107201
Dnajc16,ENSG00000116138
Hmbox1,ENSG00000147421
Smagp,ENSG00000170545
Rps7,ENSG00000171863
