Gene_symbol;NAME;Foldchange NOXvsHYX;Pvalue NOXvsHYX;FDR NOXvsHYX
Pum2;pumilio RNA-binding family member 2;-1,057681264;0,336696623;0,478855244
Pura;purine rich element binding protein A;-1,114369312;0,231049316;0,360926926
Purb;purine rich element binding protein B;-1,02974518;0,662730988;0,769567252
Purg;purine-rich element binding protein G;-1,559105552;6,26E-06;4,77E-05
Pus1;pseudouridine synthase 1;1,455303213;6,77E-06;5,11E-05
Pus10;pseudouridylate synthase 10;1,127791559;0,060478208;0,127507206
Pus3;pseudouridine synthase 3;-1,094023879;0,285688662;0,423425225
Pus7;pseudouridylate synthase 7 homolog (S. cerevisiae);1,346486084;2,10E-05;0,0001405
Pus7l;pseudouridylate synthase 7 homolog (S. cerevisiae)-like;1,008411505;0,946497914;0,967532667
Pusl1;pseudouridylate synthase-like 1;1,000420659;0,996668296;0,998301174
Pvr;poliovirus receptor;1,449298981;7,70E-09;1,09E-07
Pvrl1;poliovirus receptor-related 1;-1,584151436;7,38E-14;2,33E-12
Pvrl2;poliovirus receptor-related 2;-1,012912027;0,825791663;0,886122647
Pvrl3;poliovirus receptor-related 3;1,249786441;0,000536638;0,002419076
Pvrl4;poliovirus receptor-related 4;1,15637469;0,342817302;0,485496287
Pvt1;plasmacytoma variant translocation 1;4,239878597;2,48E-28;3,87E-26
Pwp1;PWP1 homolog (S. cerevisiae);1,129843563;0,041428577;0,094567752
Pwp2;PWP2 periodic tryptophan protein homolog (yeast);1,304139937;5,84E-05;0,000344447
Pwwp2a;PWWP domain containing 2A;-1,135217296;0,037177581;0,086739806
Pwwp2b;PWWP domain containing 2B;1,101354876;0,278082027;0,415255198
Pxdc1;PX domain containing 1;1,445773577;6,93E-05;0,000400549
Pxdn;peroxidasin homolog (Drosophila);-1,222793564;0,054387587;0,11733929
Pxk;PX domain containing serine/threonine kinase;-1,013238852;0,829324713;0,888030469
Pxmp2;peroxisomal membrane protein 2;-1,19069983;0,222527546;0,350789287
Pxmp4;peroxisomal membrane protein 4;-1,482226397;2,48E-08;3,19E-07
Pxn;paxillin;-1,184202261;0,001184995;0,004808473
Pxylp1;2-phosphoxylose phosphatase 1;1,312420729;0,031347642;0,075384189
Pycard;PYD and CARD domain containing;1,47739215;0,000186787;0,000962333
Pycr1;pyrroline-5-carboxylate reductase 1;-1,187717644;0,259177839;0,39394834
Pycr2;"pyrroline-5-carboxylate reductase family; member 2";1,168718165;0,032066358;0,076805366
Pycrl;pyrroline-5-carboxylate reductase-like;1,180537751;0,110790501;0,206324283
Pydc3;pyrin domain containing 3;-2,072098595;1,39E-05;9,70E-05
Pydc4;pyrin domain containing 4;-1,734143297;0,064350934;0,133894109
Pygb;brain glycogen phosphorylase;1,216030603;0,000601268;0,002675079
Pygl;liver glycogen phosphorylase;1,206755661;0,012682829;0,03586069
Pygm;muscle glycogen phosphorylase;-1,395747262;5,06E-06;3,95E-05
Pygo1;pygopus 1;-1,281950906;0,032514224;0,077700523
Pygo2;pygopus 2;-1,151700372;0,012483876;0,035437398
Pyhin1;"pyrin and HIN domain family; member 1";-1,164163389;0,392631861;0,534919897
Pyroxd1;pyridine nucleotide-disulphide oxidoreductase domain 1;1,292586066;0,000315385;0,001521252
Pyroxd2;pyridine nucleotide-disulphide oxidoreductase domain 2;-1,267991452;0,036096482;0,084665829
Pyurf;Pigy upstream reading frame;1,125474087;0,158743751;0,271727375
Qars;glutaminyl-tRNA synthetase;-1,042545942;0,448017832;0,587565344
Qdpr;quinoid dihydropteridine reductase;1,020994664;0,744530807;0,827739092
Qk;quaking;1,036506855;0,685391662;0,785806521
Qpct;glutaminyl-peptide cyclotransferase (glutaminyl cyclase);-1,125069614;0,171150556;0,287827175
Qpctl;glutaminyl-peptide cyclotransferase-like;-1,010059309;0,921828642;0,95106115
Qrich1;glutamine-rich 1;-1,010085969;0,856074859;0,905883821
Qrsl1;glutaminyl-tRNA synthase (glutamine-hydrolyzing)-like 1;1,264873291;0,008414352;0,025482722
Qser1;glutamine and serine rich 1;-1,191842171;0,017111329;0,045883504
Qsox1;quiescin Q6 sulfhydryl oxidase 1;1,074652389;0,553157428;0,68169397
Qsox2;quiescin Q6 sulfhydryl oxidase 2;1,058299803;0,475459702;0,612557749
Qtrt1;queuine tRNA-ribosyltransferase 1;1,222764315;0,05969145;0,126158746
Qtrtd1;queuine tRNA-ribosyltransferase domain containing 1;-1,010631343;0,878601432;0,921363551
R3hcc1;R3H domain and coiled-coil containing 1;-1,14214163;0,046782648;0,10433104
R3hcc1l;R3H domain and coiled-coil containing 1 like;-1,050293922;0,42699368;0,56709615
R3hdm1;R3H domain containing 1;-1,083505454;0,19417989;0,316718711
R3hdm2;R3H domain containing 2;-1,017927606;0,738441832;0,823340198
R3hdm4;R3H domain containing 4;-1,103609916;0,070254816;0,143515742
R74862;expressed sequence R74862;-1,362550394;0,028636773;0,070136432
Rab1;"RAB1; member RAS oncogene family";1,009319313;0,880348301;0,922602001
Rab10;"RAB10; member RAS oncogene family";-1,05101773;0,324643581;0,465913074
Rab10os;"RAB10; member RAS oncogene family; opposite strand";-1,058486556;0,666345542;0,771931797
Rab11a;"RAB11A; member RAS oncogene family";1,104090747;0,07368907;0,148992658
Rab11b;"RAB11B; member RAS oncogene family";-1,171335475;0,002600077;0,009415332
Rab11fip1;RAB11 family interacting protein 1 (class I);1,699590486;4,31E-16;1,74E-14
Rab11fip2;RAB11 family interacting protein 2 (class I);1,047982862;0,440845991;0,580392448
Rab11fip3;RAB11 family interacting protein 3 (class II);-1,025093113;0,684853448;0,785557742
Rab11fip4;RAB11 family interacting protein 4 (class II);2,431515952;1,40E-11;3,09E-10
Rab11fip5;RAB11 family interacting protein 5 (class I);1,137123011;0,067758119;0,139607588
Rab12;"RAB12; member RAS oncogene family";-1,126224459;0,029333167;0,071495939
Rab13;"RAB13; member RAS oncogene family";-1,272335059;0,005354081;0,017423026
Rab14;"RAB14; member RAS oncogene family";-1,015871091;0,773757266;0,850182744
Rab15;"RAB15; member RAS oncogene family";1,754618241;2,97E-12;7,44E-11
Rab17;"RAB17; member RAS oncogene family";-1,26979385;0,324510283;0,465812891
Rab18;"RAB18; member RAS oncogene family";1,022039755;0,667215541;0,772695631
Rab19;"RAB19; member RAS oncogene family";1,050812596;0,689670563;0,788835851
Rab1b;"RAB1B; member RAS oncogene family";-1,013166483;0,86917795;0,914761518
Rab20;"RAB20; member RAS oncogene family";1,584895127;0,001303775;0,005225428
Rab21;"RAB21; member RAS oncogene family";1,12042979;0,030965654;0,074644166
Rab22a;"RAB22A; member RAS oncogene family";-1,09987771;0,095442599;0,183134465
Rab23;"RAB23; member RAS oncogene family";-1,097810156;0,19346634;0,315817241
Rab24;"RAB24; member RAS oncogene family";-1,094028249;0,20879962;0,33483244
Rab25;"RAB25; member RAS oncogene family";1,347121446;0,000270072;0,00133202
Rab26os;"RAB26; member RAS oncogene family; opposite strand";1,059118095;0,768129364;0,845772337
Rab27a;"RAB27A; member RAS oncogene family";1,120870379;0,03977929;0,09164676
Rab27b;"RAB27B; member RAS oncogene family";-1,21495323;0,03629797;0,085052716
Rab28;"RAB28; member RAS oncogene family";-1,050525769;0,480265876;0,617124196
Rab2a;"RAB2A; member RAS oncogene family";-1,083529827;0,134922939;0,239937497
Rab2b;"RAB2B; member RAS oncogene family";-1,43344557;1,37E-07;1,50E-06
Rab30;"RAB30; member RAS oncogene family";-1,257285055;0,087847666;0,17176218
Rab31;"RAB31; member RAS oncogene family";-1,288952583;0,032156126;0,076970119
Rab32;"RAB32; member RAS oncogene family";1,237462096;0,054476292;0,117457629
Rab33b;"RAB33B; member RAS oncogene family";-1,136657066;0,025559435;0,063793132
Rab34;"RAB34; member RAS oncogene family";-1,132089899;0,024480309;0,061654578
Rab35;"RAB35; member RAS oncogene family";-1,128321236;0,068362163;0,140605273
Rab36;"RAB36; member RAS oncogene family";-1,031074417;0,802331568;0,870240324
Rab37;"RAB37; member RAS oncogene family";1,231060313;0,338829968;0,480889327
Rab38;"RAB38; member RAS oncogene family";-1,004065994;0,9709319;0,983601475
Rab39;"RAB39; member RAS oncogene family";1,474647495;0,056535852;0,121013939
Rab39b;"RAB39B; member RAS oncogene family";-1,319672468;0,225715521;0,354216454
Rab3a;"RAB3A; member RAS oncogene family";-1,388368786;0,000507277;0,002302283
Rab3b;"RAB3B; member RAS oncogene family";1,497147196;0,068376017;0,140614057
Rab3c;"RAB3C; member RAS oncogene family";1,926156375;0,000329314;0,001577546
Rab3d;"RAB3D; member RAS oncogene family";1,335157044;8,10E-06;6,01E-05
Rab3gap1;RAB3 GTPase activating protein subunit 1;1,142007873;0,00719923;0,022333833
Rab3gap2;RAB3 GTPase activating protein subunit 2;1,320752241;0,000108528;0,00059911
Rab3il1;RAB3A interacting protein (rabin3)-like 1;-1,322343312;0,001747914;0,006740379
Rab3ip;RAB3A interacting protein;-1,097662647;0,205303766;0,330744638
Rab40b;"Rab40B; member RAS oncogene family";-1,19942077;0,129795515;0,232965087
Rab40c;"Rab40C; member RAS oncogene family";-1,214852175;0,005196125;0,016995708
Rab43;"RAB43; member RAS oncogene family";-1,10033906;0,161562054;0,275362995
Rab44;"RAB44; member RAS oncogene family";-2,375286198;0,000534137;0,002410022
Rab4a;"RAB4A; member RAS oncogene family";1,194661463;0,161178472;0,274868866
Rab4b;"RAB4B; member RAS oncogene family";1,073578438;0,284374131;0,422116359
Rab5a;"RAB5A; member RAS oncogene family";-1,008953906;0,877677538;0,920987092
Rab5b;"RAB5B; member RAS oncogene family";-1,129042906;0,051398488;0,112277804
Rab5c;"RAB5C; member RAS oncogene family";-1,03610654;0,476790115;0,613752275
Rab6a;"RAB6A; member RAS oncogene family";-1,034867595;0,575019366;0,700943687
Rab6b;"RAB6B; member RAS oncogene family";-1,454330725;0,017064644;0,045808466
Rab7;"RAB7; member RAS oncogene family";1,06717764;0,329087472;0,470725334
Rab7l1;NA;-1,045912088;0,64241403;0,753850052
Rab8a;"RAB8A; member RAS oncogene family";1,012246389;0,830691783;0,889040155
Rab8b;"RAB8B; member RAS oncogene family";-1,074823029;0,338517805;0,480642758
Rab9;"RAB9; member RAS oncogene family";-1,188423809;0,003922971;0,013408282
Rabac1;Rab acceptor 1 (prenylated);-1,080932886;0,335106101;0,477055576
Rabep1;"rabaptin; RAB GTPase binding effector protein 1";1,080346114;0,221451175;0,349693344
Rabep2;"rabaptin; RAB GTPase binding effector protein 2";-1,052307632;0,46248719;0,60096303
Rabepk;Rab9 effector protein with kelch motifs;1,033769097;0,725858707;0,815053726
Rabgap1;RAB GTPase activating protein 1;-1,028874744;0,732551258;0,819449921
Rabgap1l;RAB GTPase activating protein 1-like;1,322441724;8,73E-08;1,01E-06
Rabgef1;RAB guanine nucleotide exchange factor (GEF) 1;1,129024503;0,023657314;0,059962647
Rabggta;"Rab geranylgeranyl transferase; a subunit";1,114894074;0,106007203;0,198913053
Rabggtb;"Rab geranylgeranyl transferase; b subunit";1,309271985;0,000351314;0,00167346
Rabif;RAB interacting factor;1,046971997;0,476976354;0,613864928
Rabl2;"RAB; member RAS oncogene family-like 2";-1,090637954;0,332121098;0,474001836
Rabl3;"RAB; member RAS oncogene family-like 3";1,070453941;0,523318333;0,655902443
Rabl6;"RAB; member RAS oncogene family-like 6";1,195475439;0,000784559;0,003375905
Rac1;RAS-related C3 botulinum substrate 1;-1,128093653;0,051184703;0,111910765
Rac2;RAS-related C3 botulinum substrate 2;-1,140212871;0,333961565;0,475980383
Rac3;RAS-related C3 botulinum substrate 3;1,046684437;0,714058332;0,806572587
Racgap1;Rac GTPase-activating protein 1;-1,438061998;0,003874492;0,013261119
Rad1;RAD1 checkpoint DNA exonuclease;-1,356661079;0,000272575;0,001341661
Rad17;RAD17 homolog (S. pombe);1,039330538;0,573115356;0,699319885
Rad18;RAD18 E3 ubiquitin protein ligase;1,035163535;0,757820299;0,837690014
Rad21;RAD21 homolog (S. pombe);-1,202298971;0,001848187;0,00706946
Rad23a;RAD23a homolog (S. cerevisiae);1,071452411;0,263253862;0,398753372
Rad23b;RAD23b homolog (S. cerevisiae);1,070997551;0,184554084;0,304710485
Rad50;RAD50 homolog (S. cerevisiae);-1,073901959;0,389414948;0,531956939
Rad51;RAD51 homolog;1,201724326;0,155448638;0,267262731
Rad51ap1;RAD51 associated protein 1;-1,290308821;0,03049833;0,073737612
Rad51b;RAD51 homolog B;1,071646414;0,688458167;0,788133891
Rad51c;RAD51 homolog C;-1,172764536;0,281320651;0,418897698
Rad51d;RAD51 homolog D;1,040462627;0,560745125;0,68840472
Rad52;RAD52 homolog (S. cerevisiae);-1,248394335;0,028892442;0,070621156
Rad54b;RAD54 homolog B (S. cerevisiae);-1,041482277;0,834031874;0,891184801
Rad54l;RAD54 like (S. cerevisiae);1,016586242;0,919096091;0,948909157
Rad54l2;RAD54 like 2 (S. cerevisiae);1,009470792;0,916286075;0,94697423
Rad9a;RAD9 homolog A;-1,096228769;0,219098832;0,34715449
Rad9b;RAD9 homolog B;1,366857464;0,030366234;0,073561788
Radil;Ras association and DIL domains;-1,153825801;0,150115145;0,260852621
Rae1;RAE1 RNA export 1 homolog (S. pombe);1,122481612;0,046552139;0,103950622
Raet1e;retinoic acid early transcript 1E;1,720823579;5,35E-05;0,000318769
Raf1;v-raf-leukemia viral oncogene 1;-1,05942612;0,237691764;0,368790447
Rag1;recombination activating gene 1;-3,541170546;0,002115358;0,007891852
Rai1;retinoic acid induced 1;-1,085128532;0,183185748;0,303030945
Rai14;retinoic acid induced 14;1,239096935;0,000882148;0,003731263
Rai2;retinoic acid induced 2;-1,524095206;0,001671288;0,006496107
Rala;v-ral simian leukemia viral oncogene homolog A (ras related);-1,041732405;0,476869123;0,613780758
Ralb;v-ral simian leukemia viral oncogene homolog B (ras related);-1,335444357;2,46E-08;3,16E-07
Ralbp1;ralA binding protein 1;-1,070912613;0,308207627;0,448809362
Ralgapa1;"Ral GTPase activating protein; alpha subunit 1";-1,070682781;0,224774631;0,353155388
Ralgapa2;"Ral GTPase activating protein; alpha subunit 2 (catalytic)";1,437069865;1,69E-07;1,82E-06
Ralgapb;"Ral GTPase activating protein; beta subunit (non-catalytic)";1,073679888;0,36836932;0,511360741
Ralgds;ral guanine nucleotide dissociation stimulator;-1,576940871;4,37E-13;1,26E-11
Ralgps1;Ral GEF with PH domain and SH3 binding motif 1;1,061419799;0,439379765;0,578727046
Ralgps2;Ral GEF with PH domain and SH3 binding motif 2;-1,138650606;0,020733635;0,053721459
Raly;hnRNP-associated with lethal yellow;-1,260021417;2,05E-05;0,000137691
Ramp1;receptor (calcitonin) activity modifying protein 1;-1,054528299;0,605300759;0,725132377
Ramp2;receptor (calcitonin) activity modifying protein 2;-1,61974353;5,95E-11;1,19E-09
Ramp3;receptor (calcitonin) activity modifying protein 3;-1,452332692;0,043070104;0,097616256
Ran;"RAN; member RAS oncogene family";1,321375244;3,12E-05;0,000199148
Ranbp1;RAN binding protein 1;1,143523837;0,03087841;0,074458325
Ranbp10;RAN binding protein 10;-1,11930918;0,033630521;0,079951496
Ranbp17;RAN binding protein 17;-1,11023621;0,366826584;0,509604854
Ranbp2;RAN binding protein 2;1,283042931;7,11E-05;0,000409773
Ranbp3;RAN binding protein 3;-1,047840749;0,382804769;0,525827971
Ranbp3l;RAN binding protein 3-like;-1,388198415;0,171693859;0,288443325
Ranbp6;RAN binding protein 6;1,025305609;0,693680166;0,791782892
Ranbp9;RAN binding protein 9;-1,016920542;0,789933551;0,8615055
Rangap1;RAN GTPase activating protein 1;1,064495146;0,278053587;0,415255198
Rangrf;RAN guanine nucleotide release factor;1,347352294;0,005935436;0,019023734
Rap1a;RAS-related protein-1a;-1,044838378;0,417669313;0,558747734
Rap1b;RAS related protein 1b;1,066321705;0,339051677;0,481085509
Rap1gap;Rap1 GTPase-activating protein;1,654180831;1,01E-06;9,28E-06
Rap1gap2;RAP1 GTPase activating protein 2;1,149858225;0,224943256;0,353344653
Rap1gds1;"RAP1; GTP-GDP dissociation stimulator 1";-1,05946038;0,512659472;0,646075104
Rap2a;RAS related protein 2a;1,052408971;0,465189016;0,603031931
Rap2b;"RAP2B; member of RAS oncogene family";1,325116862;5,42E-06;4,20E-05
Rap2c;"RAP2C; member of RAS oncogene family";-1,043925878;0,413589868;0,555224533
Rapgef1;Rap guanine nucleotide exchange factor (GEF) 1;1,027150494;0,733623366;0,820024046
Rapgef2;Rap guanine nucleotide exchange factor (GEF) 2;-1,18159774;0,040989421;0,093842686
Rapgef3;Rap guanine nucleotide exchange factor (GEF) 3;1,059045048;0,423048481;0,563949338
Rapgef4;Rap guanine nucleotide exchange factor (GEF) 4;-1,428325125;6,05E-05;0,000355004
Rapgef5;Rap guanine nucleotide exchange factor (GEF) 5;1,112344552;0,484603027;0,620957141
Rapgef6;Rap guanine nucleotide exchange factor (GEF) 6;1,083605894;0,360249547;0,502561476
Rapgefl1;Rap guanine nucleotide exchange factor (GEF)-like 1;-1,005825248;0,963936205;0,97894767
Raph1;Ras association (RalGDS/AF-6) and pleckstrin homology domains 1;-1,123849832;0,139054708;0,24585489
Rapsn;receptor-associated protein of the synapse;1,941937553;0,000390863;0,001836416
Rara;"retinoic acid receptor; alpha";-1,269259847;0,000231328;0,001163218
Rarb;"retinoic acid receptor; beta";1,34784621;0,043055048;0,097616256
Rarg;"retinoic acid receptor; gamma";-1,32849632;2,44E-06;2,04E-05
Rarres1;retinoic acid receptor responder (tazarotene induced) 1;2,152336246;0,001027857;0,004251974
Rarres2;retinoic acid receptor responder (tazarotene induced) 2;-1,100380403;0,230285589;0,360078905
Rars;arginyl-tRNA synthetase;1,288141076;1,17E-05;8,32E-05
Rars2;"arginyl-tRNA synthetase 2; mitochondrial";1,175286773;0,017158353;0,045984385
Rasa1;RAS p21 protein activator 1;-1,162804944;0,03118437;0,075072726
Rasa2;RAS p21 protein activator 2;1,10282324;0,115155775;0,212704063
Rasa3;RAS p21 protein activator 3;-1,040042392;0,577874228;0,702972238
Rasa4;RAS p21 protein activator 4;1,202783037;0,275014706;0,411618165
Rasal2;RAS protein activator like 2;-1,376584063;0,001054433;0,004349235
Rasal3;RAS protein activator like 3;-1,369867583;0,049506108;0,109102301
Rasd1;"RAS; dexamethasone-induced 1";-1,21864803;0,401252555;0,543234798
Rasd2;"RASD family; member 2";-1,061946707;0,674190398;0,77776521
Rasef;RAS and EF hand domain containing;1,778518647;7,10E-10;1,19E-08
Rasgef1a;"RasGEF domain family; member 1A";-1,726225018;1,18E-10;2,22E-09
Rasgef1b;"RasGEF domain family; member 1B";1,123456401;0,22198861;0,350203082
Rasgrf1;RAS protein-specific guanine nucleotide-releasing factor 1;1,181250864;0,532516357;0,664140459
Rasgrf2;RAS protein-specific guanine nucleotide-releasing factor 2;1,354990717;7,35E-05;0,000422164
Rasgrp1;RAS guanyl releasing protein 1;-1,269687198;0,145455647;0,254564732
Rasgrp2;"RAS; guanyl releasing protein 2";-1,54739527;2,53E-12;6,42E-11
Rasgrp3;"RAS; guanyl releasing protein 3";-1,839267258;2,88E-13;8,52E-12
Rasgrp4;RAS guanyl releasing protein 4;-1,648461817;1,54E-05;0,000106194
Rasip1;Ras interacting protein 1;-1,762153321;7,06E-17;3,15E-15
Rasl10b;"RAS-like; family 10; member B";1,245727834;0,245415076;0,377817166
Rasl11a;"RAS-like; family 11; member A";1,025171733;0,768282388;0,845813887
Rasl11b;"RAS-like; family 11; member B";-1,081302893;0,397563622;0,539684617
Rasl12;"RAS-like; family 12";-1,838778636;1,67E-21;1,14E-19
Rassf1;Ras association (RalGDS/AF-6) domain family member 1;-1,061064726;0,29914511;0,438758699
Rassf10;Ras association (RalGDS/AF-6) domain family (N-terminal) member 10;3,020919107;9,79E-11;1,88E-09
Rassf2;Ras association (RalGDS/AF-6) domain family member 2;1,182633907;0,014590685;0,040371322
Rassf3;Ras association (RalGDS/AF-6) domain family member 3;-1,12810464;0,045030563;0,101172631
Rassf4;Ras association (RalGDS/AF-6) domain family member 4;1,030783735;0,776117289;0,851627952
Rassf5;Ras association (RalGDS/AF-6) domain family member 5;-1,334148804;2,15E-05;0,000143031
Rassf6;Ras association (RalGDS/AF-6) domain family member 6;1,604829081;0,000424873;0,001977215
Rassf7;Ras association (RalGDS/AF-6) domain family (N-terminal) member 7;1,228973534;0,055286351;0,118981611
Rassf8;Ras association (RalGDS/AF-6) domain family (N-terminal) member 8;-1,150271467;0,331560266;0,473385598
Rassf9;Ras association (RalGDS/AF-6) domain family (N-terminal) member 9;-1,111028356;0,246365334;0,378962003
Raver1;"ribonucleoprotein; PTB-binding 1";-1,159271952;0,048532634;0,10744106
Raver2;"ribonucleoprotein; PTB-binding 2";-1,685089787;4,21E-09;6,18E-08
Rb1;retinoblastoma 1;-1,184876315;0,042031724;0,095765759
Rb1cc1;RB1-inducible coiled-coil 1;-1,049233;0,481381755;0,618233216
Rbak;RB-associated KRAB zinc finger;-1,259540459;0,016023025;0,043602718
Rbbp4;retinoblastoma binding protein 4;-1,013370224;0,812397358;0,876944489
Rbbp5;retinoblastoma binding protein 5;-1,014826834;0,817476421;0,879773473
Rbbp6;retinoblastoma binding protein 6;-1,057931456;0,369619457;0,512562735
Rbbp7;retinoblastoma binding protein 7;-1,007547762;0,886975237;0,927625635
Rbbp8;retinoblastoma binding protein 8;1,125117676;0,02894962;0,070749131
Rbbp9;retinoblastoma binding protein 9;-1,248419285;3,10E-05;0,000197703
Rbck1;RanBP-type and C3HC4-type zinc finger containing 1;-1,207458611;0,000105043;0,000582283
Rbfa;ribosome binding factor A;-1,123676339;0,139406875;0,246346058
Rbfox1;"RNA binding protein; fox-1 homolog (C. elegans) 1";-6,028602094;3,52E-37;1,01E-34
Rbfox2;"RNA binding protein; fox-1 homolog (C. elegans) 2";-1,212554537;0,000685006;0,002999265
Rbfox3;"RNA binding protein; fox-1 homolog (C. elegans) 3";-1,601895707;0,039044657;0,090235038
Rbks;ribokinase;-1,121038085;0,425534041;0,565890723
Rbl1;retinoblastoma-like 1 (p107);-1,142151179;0,146071383;0,255398642
Rbl2;retinoblastoma-like 2;-1,195722986;0,00672534;0,021153464
Rbm10;RNA binding motif protein 10;-1,150463815;0,023028609;0,058652801
Rbm12;RNA binding motif protein 12;1,025252082;0,696940613;0,794200946
Rbm12b1;RNA binding motif protein 12 B1;-1,101039299;0,39860478;0,540582638
Rbm12b2;RNA binding motif protein 12 B2;1,09487742;0,404892647;0,5470021
Rbm14;RNA binding motif protein 14;-1,056033083;0,46400407;0,60220622
Rbm15;RNA binding motif protein 15;1,10851167;0,295433495;0,434488892
Rbm15b;RNA binding motif protein 15B;-1,166851961;0,019237357;0,050501635
Rbm17;RNA binding motif protein 17;1,005703667;0,947744189;0,968536739
Rbm18;RNA binding motif protein 18;-1,145459717;0,016543042;0,044727484
Rbm19;RNA binding motif protein 19;1,477307448;0,000145524;0,000773368
Rbm20;RNA binding motif protein 20;-1,089714299;0,622111296;0,737584024
Rbm22;RNA binding motif protein 22;1,000234616;0,997013975;0,998347216
Rbm24;RNA binding motif protein 24;2,038914078;0,000381598;0,001800384
Rbm25;RNA binding motif protein 25;-1,059019672;0,639256544;0,751346625
Rbm26;RNA binding motif protein 26;1,039564733;0,547945754;0,67759692
Rbm27;RNA binding motif protein 27;1,033556993;0,488610479;0,624238708
Rbm28;RNA binding motif protein 28;1,161356941;0,006541757;0,020686897
Rbm3;RNA binding motif protein 3;1,256115699;0,025362831;0,063387636
Rbm33;RNA binding motif protein 33;-1,122145395;0,221877209;0,350067877
Rbm34;RNA binding motif protein 34;1,234870596;0,001704742;0,006599915
Rbm38;RNA binding motif protein 38;1,060417979;0,508165135;0,641844454
Rbm39;RNA binding motif protein 39;-1,057619383;0,556263323;0,684161923
Rbm4;RNA binding motif protein 4;1,014025637;0,897413341;0,934810873
Rbm41;RNA binding motif protein 41;-1,141218761;0,125865841;0,227862985
Rbm42;RNA binding motif protein 42;-1,076310958;0,171433333;0,288137606
Rbm43;RNA binding motif protein 43;-1,02779303;0,674463173;0,777941383
Rbm45;RNA binding motif protein 45;1,078701218;0,179553191;0,298637948
Rbm46;RNA binding motif protein 46;-2,223436792;1,92E-11;4,15E-10
Rbm47;RNA binding motif protein 47;1,542936197;1,18E-07;1,32E-06
Rbm48;RNA binding motif protein 48;-1,064271563;0,55168921;0,68093336
Rbm4b;RNA binding motif protein 4B;-1,211092413;0,034903438;0,082403563
Rbm5;RNA binding motif protein 5;-1,245665421;0,005803274;0,018669467
Rbm6;RNA binding motif protein 6;-1,096483781;0,080412747;0,159747664
Rbm7;RNA binding motif protein 7;-1,01209539;0,817114127;0,879683099
Rbm8a;RNA binding motif protein 8a;-1,154943342;0,084889576;0,167147712
Rbms1;"RNA binding motif; single stranded interacting protein 1";-1,012199099;0,814025636;0,877798057
Rbms2;"RNA binding motif; single stranded interacting protein 2";-1,065056452;0,228907764;0,358268119
Rbms3;"RNA binding motif; single stranded interacting protein";-1,419159319;1,48E-09;2,37E-08
Rbmx;"RNA binding motif protein; X chromosome";-1,223512954;0,001145677;0,004668293
Rbmx2;"RNA binding motif protein; X-linked 2";-1,036950445;0,75209394;0,833369157
Rbmxl1;"RNA binding motif protein; X linked-like-1";-1,100266943;0,090822352;0,176251339
Rbp1;"retinol binding protein 1; cellular";-1,519076547;3,51E-08;4,40E-07
Rbp4;"retinol binding protein 4; plasma";-1,063645687;0,649216489;0,759100609
Rbpj;recombination signal binding protein for immunoglobulin kappa J region;-1,057427935;0,336488725;0,478652358
Rbpjl;recombination signal binding protein for immunoglobulin kappa J region-like;-1,427077409;0,002525278;0,009189832
Rbpms;RNA binding protein gene with multiple splicing;-1,208288011;0,002410372;0,00883522
Rbpms2;RNA binding protein with multiple splicing 2;-1,08817998;0,466784702;0,604726464
Rbx1;ring-box 1;1,073601423;0,197159534;0,320580878
Rc3h1;RING CCCH (C3H) domains 1;1,002143341;0,978292537;0,987988602
Rc3h2;ring finger and CCCH-type zinc finger domains 2;1,067414228;0,19053154;0,312574831
Rcan1;regulator of calcineurin 1;1,223059419;0,016583376;0,044803511
Rcan2;regulator of calcineurin 2;-1,205859946;0,072835268;0,147693738
Rcan3;regulator of calcineurin 3;1,174647923;0,023127508;0,058853612
Rcbtb1;regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 1;1,033563191;0,513658156;0,647055815
Rcbtb2;regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2;-1,013609523;0,806732223;0,873095529
Rcc1;regulator of chromosome condensation 1;-1,043318245;0,637466623;0,749840023
Rcc2;regulator of chromosome condensation 2;-1,078727577;0,118395552;0,217087798
Rccd1;RCC1 domain containing 1;-1,049253925;0,61439235;0,731616536
Rce1;"RCE1 homolog; prenyl protein peptidase (S. cerevisiae)";1,139691141;0,152145204;0,263351018
Rchy1;ring finger and CHY zinc finger domain containing 1;1,121235072;0,053670138;0,116185001
Rcl1;RNA terminal phosphate cyclase-like 1;1,089431877;0,513879951;0,647168529
Rcn1;reticulocalbin 1;-1,305712921;0,00013421;0,000722133
Rcn2;reticulocalbin 2;-1,081362094;0,128956048;0,231883834
Rcn3;"reticulocalbin 3; EF-hand calcium binding domain";-1,347825076;0,000124592;0,00067434
Rcor1;REST corepressor 1;-1,105960394;0,468132102;0,605989706
Rcor2;REST corepressor 2;-2,109264108;1,09E-07;1,23E-06
Rcor3;REST corepressor 3;1,00946349;0,87483755;0,918861229
Rcsd1;RCSD domain containing 1;-1,305075367;5,55E-05;0,000329157
Rd3;retinal degeneration 3;1,138321375;0,346053618;0,488846128
Rdh1;retinol dehydrogenase 1 (all trans);1,133811068;0,369449707;0,512425887
Rdh10;retinol dehydrogenase 10 (all-trans);1,231455965;0,008994487;0,026906443
