Mouse Genes,Human Ortholog Symbol,Identity
Stap2,ENSG00000178078,70.4715
Oas3,ENSG00000111331,70.4692
Rbm34,ENSG00000188739,70.4651
Il2rg,ENSG00000147168,70.4607
Cenpw,ENSG00000203760,70.4545
Thtpa,ENSG00000259431,70.4348
Ccp110,ENSG00000103540,70.4339
Oasl1,ENSG00000135114,70.428
Rdm1,ENSG00000278023,70.4225
Oma1,ENSG00000162600,70.4198
1700013F07Rik,ENSG00000179902,70.4142
4833427G06Rik,ENSG00000183644,70.4142
Mbd1,ENSG00000141644,70.4132
Bex1,ENSG00000133169,70.4
Obfc1,ENSG00000107960,70.3804
Acsm1,ENSG00000166743,70.364
Stpg1,ENSG00000001460,70.3593
Vwa3a,ENSG00000175267,70.3547
Syne2,ENSG00000054654,70.3489
Phrf1,ENSG00000070047,70.3457
Sepp1,ENSG00000250722,70.3412
Selp,ENSG00000250722,70.3412
Dcdc2c,ENSG00000214866,70.3297
Cd101,ENSG00000134256,70.3232
Ranbp3l,ENSG00000164188,70.3226
Slc10a5,ENSG00000253598,70.3196
Akr1e1,ENSG00000165568,70.3125
Ino80c,ENSG00000153391,70.3125
Ces2b,ENSG00000172831,70.3041
Nufip1,ENSG00000083635,70.303
Slc10a6,ENSG00000145283,70.2918
Sptlc3,ENSG00000172296,70.2899
Apitd1,ENSG00000175279,70.2899
Rnh1,ENSG00000023191,70.282
Uri1,ENSG00000105176,70.2804
Ccndbp1,ENSG00000166946,70.2778
Hsbp1l1,ENSG00000226742,70.2703
Tctn1,ENSG00000204852,70.2703
F7,ENSG00000057593,70.2703
Tmem194b,ENSG00000189362,70.2638
Abhd11,ENSG00000106077,70.2614
Mzt2,ENSG00000152082,70.2532
Napsa,ENSG00000131400,70.2381
Spint2,ENSG00000167642,70.2381
Tro,ENSG00000067445,70.2306
Tnn,ENSG00000067445,70.2306
Zik1,ENSG00000171649,70.2259
Cd44,ENSG00000026508,70.2156
Fam132a,ENSG00000184163,70.1987
Olfm4,ENSG00000102837,70.1961
Tmem159,ENSG00000011638,70.1863
Adamts13,ENSG00000160323,70.1678
Hivep1,ENSG00000095951,70.1619
Usp18,ENSG00000184979,70.1613
Gm1987,ENSG00000137077,70.1493
Pde10a,ENSG00000112541,70.1422
Ppp1r36,ENSG00000165807,70.1422
Lrmp,ENSG00000118308,70.1403
Ccdc59,ENSG00000133773,70.1245
Dnph1,ENSG00000112667,70.1149
Swt1,ENSG00000116668,70.1111
Lrrc46,ENSG00000141294,70.0935
Tspan8,ENSG00000127324,70.0422
Naf1,ENSG00000145414,70.0405
Mrpl9,ENSG00000143436,70.0375
Dlec1,ENSG00000008226,70.0285
Gpr156,ENSG00000175697,70.0246
Ccdc71,ENSG00000177352,70.0214
Map9,ENSG00000164114,70.0155
Armcx6,ENSG00000198960,70.0
Pttg1ip,ENSG00000183255,70.0
Ccdc86,ENSG00000110104,70.0
Cenpa,ENSG00000115163,70.0
Rtel1,ENSG00000258366,70.0
Mtus2,ENSG00000132938,69.9781
Psrc1,ENSG00000134222,69.97
Dpep2,ENSG00000167261,69.9588
Pbdc1,ENSG00000102390,69.9571
Wdr78,ENSG00000152763,69.9292
4933411K20Rik,ENSG00000164323,69.9248
Cubn,ENSG00000107611,69.9144
Cd6,ENSG00000013725,69.9102
Apob,ENSG00000084674,69.9101
Fam101a,ENSG00000178882,69.9074
Bach1,ENSG00000136492,69.8959
Brip1,ENSG00000136492,69.8959
Ripk1,ENSG00000137275,69.8957
Fam120b,ENSG00000112584,69.8901
Tyw3,ENSG00000162623,69.8842
Bard1,ENSG00000138376,69.8842
Thap3,ENSG00000041988,69.8745
Tspan9,ENSG00000011105,69.8745
Traf3ip3,ENSG00000009790,69.873
Tsr3,ENSG00000007520,69.8718
Csf1,ENSG00000184371,69.8556
Zfp750,ENSG00000141579,69.8479
Zfp217,ENSG00000171940,69.8473
Slfn14,ENSG00000236320,69.8465
Cdca5,ENSG00000146670,69.8413
Eme1,ENSG00000154920,69.8246
Ciita,ENSG00000179583,69.823
Gp5,ENSG00000178732,69.8214
Mycbpap,ENSG00000136449,69.8193
Ggh,ENSG00000137563,69.8113
Catsper2,ENSG00000166762,69.8113
Bst1,ENSG00000109743,69.8113
Sun1,ENSG00000164828,69.8089
Clhc1,ENSG00000162994,69.7952
Slc24a1,ENSG00000074621,69.7907
Dennd1c,ENSG00000205744,69.7878
Haus2,ENSG00000137814,69.7872
Cd3g,ENSG00000160654,69.7802
Cdca7,ENSG00000144354,69.7778
Rpap2,ENSG00000122484,69.7712
Vsig1,ENSG00000101842,69.7674
Gnl3,ENSG00000163938,69.7632
Helz2,ENSG00000130589,69.7622
Zfp251,ENSG00000198169,69.7466
Tfec,ENSG00000105967,69.7406
Zkscan3,ENSG00000187626,69.7248
Ankle2,ENSG00000176915,69.7228
Dnase2a,ENSG00000105612,69.7222
Gm684,ENSG00000214290,69.7211
Irf9,ENSG00000213928,69.7201
C130074G19Rik,ENSG00000162817,69.7183
Prr24,ENSG00000257704,69.7183
G6b,ENSG00000204420,69.7095
Tctex1d4,ENSG00000188396,69.6833
Zfp13,ENSG00000122386,69.6751
Ccdc136,ENSG00000128596,69.6707
Xirp1,ENSG00000168334,69.669
Tap1,ENSG00000168394,69.6524
Ccpg1,ENSG00000260916,69.6406
Wdr60,ENSG00000126870,69.606
Gen1,ENSG00000178295,69.6035
Irak2,ENSG00000134070,69.6
Cxcl9,ENSG00000138755,69.6
Itgal,ENSG00000005844,69.5726
Coprs,ENSG00000172301,69.5652
Thy1,ENSG00000154096,69.5652
Zfp334,ENSG00000198185,69.5588
Pde4c,ENSG00000105650,69.5588
Ptprn2,ENSG00000155093,69.5566
Ggt6,ENSG00000167741,69.5391
Ndufb6,ENSG00000165264,69.5312
Rgs3,ENSG00000138835,69.5212
F2rl2,ENSG00000164220,69.5187
Spata18,ENSG00000163071,69.5167
Mybbp1a,ENSG00000132382,69.503
Car9,ENSG00000107159,69.4989
Fbxw10,ENSG00000171931,69.4867
Ccdc82,ENSG00000149231,69.4853
Enthd2,ENSG00000167302,69.4772
Mgme1,ENSG00000125871,69.4767
Cep89,ENSG00000121289,69.4764
Cd79a,ENSG00000105369,69.469
Cfi,ENSG00000205403,69.4683
Ahr,ENSG00000106546,69.4576
Shroom3,ENSG00000138771,69.4389
Zfp646,ENSG00000167395,69.4323
Adam28,ENSG00000042980,69.4194
Gcfc2,ENSG00000005436,69.3982
Lrrc34,ENSG00000171757,69.3966
Zfp7,ENSG00000147789,69.3878
Usp42,ENSG00000106346,69.3769
Plau,ENSG00000122861,69.3736
Adam33,ENSG00000149451,69.3727
2010015L04Rik,ENSG00000142609,69.3716
Xcr1,ENSG00000173578,69.3694
Mettl18,ENSG00000171806,69.3548
Oraov1,ENSG00000149716,69.3431
Edn1,ENSG00000078401,69.3396
Irf3,ENSG00000126456,69.3208
Ahi1,ENSG00000135541,69.3144
Lca5,ENSG00000135338,69.297
Itgae,ENSG00000083457,69.296
Nlrc3,ENSG00000167984,69.2958
Tmem26,ENSG00000196932,69.2935
Cers4,ENSG00000090661,69.2893
Efcc1,ENSG00000114654,69.2821
Iqub,ENSG00000164675,69.2794
Tspyl2,ENSG00000184205,69.2641
Mrps2,ENSG00000122140,69.2568
Ccdc122,ENSG00000151773,69.2308
Ces2g,ENSG00000172831,69.2308
Spag1,ENSG00000104450,69.2225
Zfp37,ENSG00000136866,69.2064
Mdm1,ENSG00000111554,69.1989
Ccdc108,ENSG00000181378,69.1948
2700049A03Rik,ENSG00000100578,69.186
Cst3,ENSG00000101439,69.1781
Ccdc34,ENSG00000109881,69.1689
Tmem213,ENSG00000214128,69.1589
Surf2,ENSG00000148291,69.1406
Rad52,ENSG00000002016,69.1388
Fam207a,ENSG00000160256,69.1304
Tor1aip1,ENSG00000143337,69.1252
Slx4ip,ENSG00000149346,69.1176
Mapk15,ENSG00000181085,69.1176
Dsn1,ENSG00000149636,69.1011
Zkscan7,ENSG00000196345,69.0981
Parpbp,ENSG00000185480,69.0846
Fam92b,ENSG00000153789,69.0789
Ecm1,ENSG00000143369,69.0741
Isg20,ENSG00000172183,69.0608
Fndc1,ENSG00000164694,69.0602
Areg,ENSG00000109321,69.0476
Abi3bp,ENSG00000154175,69.037
Rftn1,ENSG00000131378,69.0311
Ehbp1l1,ENSG00000173442,69.0085
Map6,ENSG00000171533,69.0037
Klhdc7a,ENSG00000179023,68.9833
Stat2,ENSG00000170581,68.9777
Vsig10l,ENSG00000186806,68.9735
Gabre,ENSG00000102287,68.9723
P2rx5,ENSG00000083454,68.9573
Tor1aip2,ENSG00000169905,68.9362
Ubxn10,ENSG00000162543,68.9286
Atad5,ENSG00000176208,68.9262
Il10rb,ENSG00000243646,68.9231
1700040L02Rik,ENSG00000183346,68.9189
Cep57l1,ENSG00000183137,68.913
Clec4n,ENSG00000205846,68.8995
Serpinb9,ENSG00000170542,68.883
Bhlhe41,ENSG00000123095,68.8797
Akap9,ENSG00000127914,68.8764
Tmem173,ENSG00000184584,68.8654
Xkr8,ENSG00000158156,68.8608
Emr1,ENSG00000174837,68.8488
Aurkaip1,ENSG00000175756,68.8442
Aip,ENSG00000175756,68.8442
Polm,ENSG00000122678,68.8259
Aqp9,ENSG00000103569,68.8136
Slirp,ENSG00000119705,68.8073
Lrp11,ENSG00000120256,68.8
F5,ENSG00000198734,68.795
Cobll1,ENSG00000082438,68.7943
Dusp11,ENSG00000144048,68.7879
Efhb,ENSG00000163576,68.7875
Thumpd2,ENSG00000138050,68.7873
Ccdc66,ENSG00000180376,68.7764
AI661453,ENSG00000188112,68.771
Cyb5r3,ENSG00000100243,68.7708
Rnaset2b,ENSG00000026297,68.75
Mitf,ENSG00000160180,68.75
Rnaset2a,ENSG00000026297,68.75
Basp1,ENSG00000176788,68.7225
Akap2,ENSG00000157654,68.7217
Il1r1,ENSG00000115594,68.717
Ppp1r14a,ENSG00000167641,68.7075
Fam198a,ENSG00000144649,68.6957
Zscan26,ENSG00000197062,68.6848
Neu2,ENSG00000115488,68.6842
Marcks,ENSG00000277443,68.6747
Rsph3b,ENSG00000130363,68.6603
Acy3,ENSG00000132744,68.652
Apobec1,ENSG00000111701,68.6441
Mkrn3,ENSG00000179455,68.6391
Lyve1,ENSG00000133800,68.6335
3110040N11Rik,ENSG00000169609,68.6274
Ggact,ENSG00000134864,68.6274
Ctc1,ENSG00000178971,68.6113
Pcsk4,ENSG00000115257,68.6093
Themis2,ENSG00000130775,68.5848
Zbtb32,ENSG00000011590,68.5832
Lag3,ENSG00000089692,68.5714
Ramp2,ENSG00000131477,68.5714
Dnase1l1,ENSG00000013563,68.543
Ccdc170,ENSG00000120262,68.5315
Lrif1,ENSG00000121931,68.5306
Bcl2l14,ENSG00000121380,68.5015
Nfatc2ip,ENSG00000176953,68.4964
Gpr97,ENSG00000182885,68.4882
5830415F09Rik,ENSG00000136932,68.4807
Dnajc4,ENSG00000110011,68.4647
Bbs12,ENSG00000181004,68.4507
Nedd4,ENSG00000069869,68.4444
Tipin,ENSG00000075131,68.4385
Gbp3,ENSG00000162654,68.4375
Mrps23,ENSG00000181610,68.4211
Scaf11,ENSG00000139218,68.4211
Fam174a,ENSG00000174132,68.4211
Rsph3a,ENSG00000130363,68.4211
Zcchc18,ENSG00000174460,68.408
Mthfsd,ENSG00000103248,68.4073
Foxl1,ENSG00000176678,68.4058
Gm2a,ENSG00000196743,68.3938
Esco2,ENSG00000171320,68.386
Cytl1,ENSG00000170891,68.3824
Prob1,ENSG00000228672,68.3744
Cxcl10,ENSG00000169245,68.3673
Rarres1,ENSG00000118849,68.3673
Cox7a1,ENSG00000161281,68.3544
Evc,ENSG00000072840,68.3468
Slc19a3,ENSG00000135917,68.3468
Icos,ENSG00000163600,68.3417
Nxpe2,ENSG00000204361,68.3363
Gzma,ENSG00000145649,68.3206
Rnf186,ENSG00000178828,68.2819
Il17ra,ENSG00000177663,68.2448
Synm,ENSG00000182253,68.2428
F11r,ENSG00000158769,68.2274
Utp14b,ENSG00000156697,68.2231
Il17re,ENSG00000163701,68.2159
Trim21,ENSG00000132109,68.2105
Slc44a5,ENSG00000137968,68.2008
Trp53i13,ENSG00000167543,68.1934
Fuom,ENSG00000148803,68.1818
1810037I17Rik,ENSG00000164096,68.1818
Cox6b2,ENSG00000160471,68.1818
1700001C02Rik,ENSG00000173557,68.1592
Timm21,ENSG00000075336,68.1452
AU021092,ENSG00000153446,68.144
Cxx1b,ENSG00000134590,68.1416
Cxx1a,ENSG00000134590,68.1416
Cnst,ENSG00000162852,68.1379
Mylk3,ENSG00000140795,68.1319
Cd79b,ENSG00000007312,68.1223
Cox8a,ENSG00000176340,68.1159
Mrpl54,ENSG00000183617,68.1159
Hfe,ENSG00000010704,68.1034
Peg12,ENSG00000165879,68.1004
Tceanc,ENSG00000176896,68.0912
Ctsw,ENSG00000172543,68.0851
Myct1,ENSG00000120279,68.0851
Pom121,ENSG00000272391,68.0851
H1fx,ENSG00000184897,68.0751
Glipr1,ENSG00000139278,68.0451
Plb1,ENSG00000163803,68.0384
Arhgap11a,ENSG00000198826,68.0352
Rinl,ENSG00000187994,68.0212
Tnfrsf11a,ENSG00000141655,68.0195
Fhad1,ENSG00000142621,68.0189
1700026L06Rik,ENSG00000165698,68.018
Wrn,ENSG00000165392,68.0168
Tmem69,ENSG00000159596,68.0162
Rgag1,ENSG00000243978,68.0115
B3gnt3,ENSG00000179913,68.0107
Bmp3,ENSG00000152785,68.0085
Tctn2,ENSG00000168778,68.0057
Cdk5rap2,ENSG00000136861,67.9873
Phf7,ENSG00000010318,67.979
Zfp518a,ENSG00000177853,67.9703
Tsen2,ENSG00000154743,67.957
Mdh1b,ENSG00000138400,67.9537
Sult2b1,ENSG00000088002,67.9452
Cd274,ENSG00000120217,67.931
Atpif1,ENSG00000130770,67.9245
Vrk2,ENSG00000028116,67.9134
Gm16039,ENSG00000219545,67.8832
Eci1,ENSG00000167969,67.8808
Mlip,ENSG00000146147,67.8751
Lgals3bp,ENSG00000108679,67.8633
4930451C15Rik,ENSG00000187905,67.8571
Ticrr,ENSG00000140534,67.8534
Gal3st2,ENSG00000154252,67.8392
Rilp,ENSG00000167705,67.8304
Thbd,ENSG00000178726,67.8261
Rtkn2,ENSG00000182010,67.8161
Gbp7,ENSG00000162654,67.8125
Mis18a,ENSG00000159055,67.8112
Serping1,ENSG00000149131,67.8
Ercc5,ENSG00000134899,67.7909
Fadd,ENSG00000168040,67.7885
Ccsap,ENSG00000154429,67.7778
Rexo4,ENSG00000148300,67.7725
Il34,ENSG00000157368,67.7686
Mfsd6l,ENSG00000185156,67.7474
Slc38a10,ENSG00000157637,67.7391
Cd28,ENSG00000178562,67.7273
Knstrn,ENSG00000128944,67.7215
Abca6,ENSG00000154262,67.718
Arhgap9,ENSG00000123329,67.7155
Marco,ENSG00000019169,67.6923
N4bp2,ENSG00000078177,67.6836
Cnrip1,ENSG00000119865,67.6829
Ifitm3,ENSG00000142089,67.6692
Zfp180,ENSG00000167384,67.6692
Neb,ENSG00000183091,67.6598
Chchd6,ENSG00000159685,67.6596
Uty,ENSG00000183878,67.6593
Il1b,ENSG00000125538,67.658
Creb3,ENSG00000107175,67.655
S100pbp,ENSG00000116497,67.6471
Rhno1,ENSG00000171792,67.6471
Cd93,ENSG00000125810,67.638
Ccdc74a,ENSG00000163040,67.6282
Il5ra,ENSG00000091181,67.619
Cdipt,ENSG00000103502,67.6056
Vsig10,ENSG00000176834,67.5926
Nap1l5,ENSG00000177432,67.5824
Pla2g7,ENSG00000146070,67.5737
Lbp,ENSG00000129988,67.5676
Vwa5a,ENSG00000110002,67.5573
Akap1,ENSG00000121057,67.5526
Lrrc56,ENSG00000161328,67.5277
Prlr,ENSG00000113494,67.5241
Tor3a,ENSG00000186283,67.5063
Igfbp6,ENSG00000167779,67.5
Prune2,ENSG00000106772,67.487
Tmem254c,ENSG00000133678,67.4797
Tmem254b,ENSG00000133678,67.4797
Tmem254a,ENSG00000133678,67.4797
Ccdc137,ENSG00000185298,67.474
Cers1,ENSG00000130283,67.4731
Apoc1,ENSG00000130208,67.4699
Ppp1r15b,ENSG00000158615,67.4614
1700012B09Rik,ENSG00000257057,67.4603
Rfwd3,ENSG00000168411,67.4419
Tagap,ENSG00000164691,67.4419
Bcl2l13,ENSG00000099968,67.4227
Mcur1,ENSG00000050393,67.4095
Aven,ENSG00000169857,67.4033
Lat,ENSG00000213658,67.382
9130401M01Rik,ENSG00000189376,67.3684
Cenpp,ENSG00000188312,67.3611
Zmym6,ENSG00000163867,67.3208
Atp5sl,ENSG00000105341,67.3152
Stk33,ENSG00000130413,67.3152
Rgag4,ENSG00000242732,67.3111
Nfe2l3,ENSG00000050344,67.2911
Eme2,ENSG00000197774,67.2823
Gas2l2,ENSG00000270765,67.2727
Cep72,ENSG00000112877,67.2334
Ndufc2,ENSG00000151366,67.2269
Trim34a,ENSG00000258659,67.2131
Lypd2,ENSG00000197353,67.2
Plcxd1,ENSG00000182378,67.1827
Fastkd1,ENSG00000138399,67.1783
Mrpl41,ENSG00000182154,67.1533
Agt,ENSG00000170430,67.1498
Mgmt,ENSG00000170430,67.1498
Srfbp1,ENSG00000151304,67.1329
Fcrla,ENSG00000132185,67.1309
Fcrl1,ENSG00000132185,67.1309
Dzip1,ENSG00000134874,67.128
Smim22,ENSG00000267795,67.0455
Zfp474,ENSG00000164185,67.033
Stmnd1,ENSG00000230873,67.029
Tnfsf13b,ENSG00000102524,67.0175
Afmid,ENSG00000183077,66.9967
2610015P09Rik,ENSG00000163617,66.9872
Cep164,ENSG00000110274,66.9863
Psap,ENSG00000197746,66.9847
6330408A02Rik,ENSG00000185453,66.9565
Gemin8,ENSG00000046647,66.9421
Nmb,ENSG00000197696,66.9421
Cobl,ENSG00000106078,66.931
Bfsp1,ENSG00000125864,66.9173
Lamp1,ENSG00000185896,66.9065
Il1rl1,ENSG00000115602,66.9065
Nsl1,ENSG00000117697,66.9039
Setdb2,ENSG00000136169,66.9024
Fbf1,ENSG00000188878,66.899
Fbxo6,ENSG00000116663,66.8942
Zfp280c,ENSG00000056277,66.8928
Sirpa,ENSG00000198053,66.8651
Kiz,ENSG00000088970,66.8648
Fcgrt,ENSG00000104870,66.8493
Fancc,ENSG00000158169,66.8459
4931429I11Rik,ENSG00000109944,66.838
Snap47,ENSG00000143740,66.8258
Procr,ENSG00000101000,66.8067
Swsap1,ENSG00000173928,66.8
Tmem119,ENSG00000183160,66.7845
Pdzd2,ENSG00000133401,66.7841
Aim1l,ENSG00000176092,66.767
Lrrc26,ENSG00000184709,66.7665
Tmem116,ENSG00000198270,66.7656
Bank1,ENSG00000153064,66.7516
Evc2,ENSG00000173040,66.7431
Sde2,ENSG00000143751,66.7406
Gbp5,ENSG00000154451,66.7235
2310009A05Rik,ENSG00000225973,66.6667
1110058L19Rik,ENSG00000154079,66.6667
Atp6v0e,ENSG00000113732,66.6667
Trdn,ENSG00000186439,66.6667
Gbp6,ENSG00000183347,66.6667
Them4,ENSG00000159445,66.6667
1700020L24Rik,ENSG00000270806,66.6667
Ccdc153,ENSG00000248712,66.6667
2610020H08Rik,ENSG00000005189,66.6667
Ppdpf,ENSG00000125534,66.6667
Brd8,ENSG00000112983,66.6397
Tlr4,ENSG00000136869,66.6269
Dbf4,ENSG00000006634,66.6172
Spata7,ENSG00000042317,66.611
Casp8,ENSG00000064012,66.5971
Htra4,ENSG00000169495,66.5966
Fam53a,ENSG00000174137,66.5829
Ranbp1,ENSG00000099901,66.5468
Tnfsf15,ENSG00000181634,66.5339
Bbs10,ENSG00000179941,66.5284
Proz,ENSG00000126231,66.5
Msto1,ENSG00000125459,66.4912
Sh3bgr,ENSG00000185437,66.4773
Rtn3,ENSG00000133318,66.4729
1110057K04Rik,ENSG00000118961,66.4615
Zfyve19,ENSG00000166140,66.4544
B2m,ENSG00000166710,66.3866
Gramd2,ENSG00000175318,66.3842
Dnajc30,ENSG00000176410,66.3717
Bora,ENSG00000136122,66.3685
Xirp2,ENSG00000163092,66.3567
Gbp9,ENSG00000183347,66.3507
Mrps26,ENSG00000125901,66.3415
Cd83,ENSG00000112149,66.3415
Creb3l4,ENSG00000143578,66.3291
Cd160,ENSG00000117281,66.2983
Plekhn1,ENSG00000187583,66.2848
Lcor,ENSG00000196233,66.2813
C530008M17Rik,ENSG00000109265,66.2612
Peg3,ENSG00000198300,66.2468
Ptprc,ENSG00000081237,66.2328
Qsox2,ENSG00000165661,66.1891
Trmt44,ENSG00000155275,66.1823
Mmrn2,ENSG00000173269,66.1749
Nkapl,ENSG00000189134,66.1692
Nsun7,ENSG00000179299,66.156
Lad1,ENSG00000159166,66.1509
Iqcd,ENSG00000166578,66.147
Fbxw4,ENSG00000107829,66.1376
Psd4,ENSG00000125637,66.0985
Orc1,ENSG00000085840,66.0859
Clec1a,ENSG00000150048,66.0714
Ccdc151,ENSG00000198003,66.0504
Fam162b,ENSG00000183807,66.0494
Ly86,ENSG00000112799,66.0494
Tmem106a,ENSG00000184988,66.0305
Neurl3,ENSG00000163121,66.0305
Tex14,ENSG00000121101,66.0234
Il12rb2,ENSG00000081985,66.0093
Cenpo,ENSG00000138092,66.0
Casp8ap2,ENSG00000118412,65.9878
Gpr160,ENSG00000173890,65.9763
Pifo,ENSG00000173947,65.9686
Lrrn4cl,ENSG00000177363,65.9664
Ribc1,ENSG00000158423,65.9631
Flt3l,ENSG00000090554,65.9574
Adm,ENSG00000148926,65.9459
Fanca,ENSG00000187741,65.9107
Cep44,ENSG00000164118,65.8974
Pi16,ENSG00000164530,65.8747
Lrrc43,ENSG00000158113,65.8537
Glb1l3,ENSG00000166105,65.8499
Syne4,ENSG00000181392,65.8416
Cd19,ENSG00000177455,65.8273
Rfxap,ENSG00000133111,65.8088
Coil,ENSG00000121058,65.7986
Casc1,ENSG00000118307,65.7895
Egf,ENSG00000138798,65.7829
Tdp2,ENSG00000111802,65.7459
Mmrn1,ENSG00000138722,65.7166
A430105I19Rik,ENSG00000188549,65.7143
Mbd4,ENSG00000129071,65.6794
Slc26a8,ENSG00000112053,65.6701
Herc6,ENSG00000138642,65.6556
2210016L21Rik,ENSG00000157895,65.6489
Whamm,ENSG00000156232,65.6366
Ofd1,ENSG00000046651,65.6126
Vimp,ENSG00000131871,65.6085
Morn1,ENSG00000116151,65.5936
Pigr,ENSG00000162896,65.5759
Arntl2,ENSG00000029153,65.566
Tefm,ENSG00000172171,65.5556
Spag5,ENSG00000076382,65.549
Mapt,ENSG00000186868,65.5462
Fcgr1,ENSG00000150337,65.508
Efcab6,ENSG00000186976,65.4897
Lsp1,ENSG00000130592,65.4867
Taf1c,ENSG00000103168,65.4804
Epsti1,ENSG00000133106,65.4723
Serpina9,ENSG00000170054,65.4676
Xkr5,ENSG00000275591,65.4519
Polrmt,ENSG00000099821,65.4472
Cep152,ENSG00000103995,65.4386
Cyp7b1,ENSG00000172817,65.415
Plscr2,ENSG00000188313,65.4088
Tldc1,ENSG00000140950,65.3509
Cd14,ENSG00000170458,65.3333
5430416O09Rik,ENSG00000235387,65.3333
Sntn,ENSG00000188817,65.3061
Cenpq,ENSG00000031691,65.2985
Tmem252,ENSG00000181778,65.2941
Ccpg1os,ENSG00000261652,65.2893
Gpr179,ENSG00000277399,65.2725
2410089E03Rik,ENSG00000197603,65.2722
Itih4,ENSG00000055955,65.2688
Recql4,ENSG00000160957,65.2318
Scnm1,ENSG00000163156,65.2174
4930444P10Rik,ENSG00000274443,65.2174
Il1rl2,ENSG00000115598,65.2174
Zfp280b,ENSG00000275004,65.1934
Arhgef5,ENSG00000050327,65.1847
Mipol1,ENSG00000151338,65.1584
BC003965,ENSG00000174109,65.1515
Tmem232,ENSG00000186952,65.1446
C5ar1,ENSG00000197405,65.1429
Morc1,ENSG00000114487,65.1423
Zfp408,ENSG00000175213,65.1389
Fcer1g,ENSG00000158869,65.1163
Prr15,ENSG00000176532,65.1163
Cep192,ENSG00000101639,65.1163
Il18rap,ENSG00000115607,65.1085
Adamdec1,ENSG00000134028,65.1064
Mum1l1,ENSG00000157502,65.0862
Oip5,ENSG00000104147,65.0655
Ltbr,ENSG00000111321,65.0575
Tbata,ENSG00000166220,65.0568
Dph7,ENSG00000148399,65.0443
Efcab11,ENSG00000140025,65.0307
AW551984,ENSG00000110002,65.0127
Shisa5,ENSG00000164054,65.0
Cx3cl1,ENSG00000006210,64.9874
Rbp1,ENSG00000114115,64.9746
3110062M04Rik,ENSG00000122783,64.9682
C3ar1,ENSG00000171860,64.9378
Rpgrip1,ENSG00000092200,64.93
Acbd4,ENSG00000181513,64.918
4930503L19Rik,ENSG00000166845,64.9156
Ccdc14,ENSG00000175455,64.8619
Rrp1,ENSG00000160214,64.859
Nckap5,ENSG00000176771,64.8507
2310009B15Rik,ENSG00000203724,64.8276
Nmi,ENSG00000123609,64.8208
Sowahb,ENSG00000186212,64.8171
E230008N13Rik,ENSG00000197816,64.8159
Pmaip1,ENSG00000141682,64.8148
Pglyrp1,ENSG00000008438,64.7959
Cflar,ENSG00000003402,64.7917
Zkscan4,ENSG00000187626,64.7706
Rfesd,ENSG00000175449,64.7619
Rhod,ENSG00000173156,64.7619
Sparcl1,ENSG00000152583,64.759
Tmem71,ENSG00000165071,64.7458
Tmem45a,ENSG00000181458,64.7273
Prox2,ENSG00000119608,64.6959
Cd34,ENSG00000174059,64.6753
Helb,ENSG00000127311,64.6734
Fetub,ENSG00000090512,64.6597
Knop1,ENSG00000103550,64.6288
E430018J23Rik,ENSG00000169951,64.6192
Fam124b,ENSG00000124019,64.6154
Trim65,ENSG00000141569,64.6035
Sod3,ENSG00000109610,64.5833
Cnbd2,ENSG00000149646,64.5833
Igsf10,ENSG00000152580,64.5825
A830010M20Rik,ENSG00000189195,64.5647
Btbd8,ENSG00000189195,64.5647
Fancm,ENSG00000187790,64.5508
Chaf1a,ENSG00000167670,64.5397
Ndufa11,ENSG00000174886,64.539
Styxl1,ENSG00000127952,64.5367
Tapbpl,ENSG00000139192,64.5299
Flywch1,ENSG00000059122,64.5251
Zc3h12d,ENSG00000178199,64.5161
Zfp169,ENSG00000175787,64.5108
2810004N23Rik,ENSG00000143633,64.5051
Cass4,ENSG00000087589,64.5038
Fastkd3,ENSG00000124279,64.5015
Fam35a,ENSG00000122376,64.4911
Tmem154,ENSG00000170006,64.4809
Ptprj,ENSG00000149177,64.4727
Ermard,ENSG00000130023,64.4543
Tnfsf10,ENSG00000121858,64.4128
Itgb3bp,ENSG00000142856,64.4068
Sh2d1b1,ENSG00000198574,64.3939
Lgals2,ENSG00000100079,64.3939
Mtif3,ENSG00000122033,64.3885
Clec4e,ENSG00000166523,64.3836
Pet100,ENSG00000229833,64.3836
Spidr,ENSG00000164808,64.3716
Fam129c,ENSG00000167483,64.3548
Cd3d,ENSG00000167286,64.3275
Prickle4,ENSG00000278224,64.3229
Mia3,ENSG00000154305,64.2895
Plk5,ENSG00000185988,64.2857
Nrk,ENSG00000123572,64.2857
Zfp605,ENSG00000196458,64.2746
Zcchc7,ENSG00000147905,64.2726
R3hcc1l,ENSG00000166024,64.2673
B230118H07Rik,ENSG00000166352,64.2534
4930452B06Rik,ENSG00000163689,64.2506
Haus7,ENSG00000213397,64.2458
Tmem191c,ENSG00000206140,64.2384
Terf1,ENSG00000147601,64.2369
1700019L03Rik,ENSG00000160401,64.2308
Cd27,ENSG00000139193,64.2308
Mlph,ENSG00000115648,64.1667
Yae1d1,ENSG00000241127,64.1593
Zmym5,ENSG00000132950,64.1256
Fam149a,ENSG00000109794,64.1192
D630003M21Rik,ENSG00000149633,64.0833
Wbscr27,ENSG00000165171,64.0816
Ankmy1,ENSG00000144504,64.0777
Magix,ENSG00000269313,64.0719
Bin2,ENSG00000110934,64.0708
