gene,Altemeir_16116230_Unranked,Bao_31411002_ranked,Deng_37674532_ranked,Feng_37553691,Hu_37081490_Unranked,Jia_34917127_ranked,Leikauf_21297076_Unranked,Leikauf_22447970,Leikauf_23590305_Unranked,Li_31106457_ranked,Lingappan_25003466,Lv_2621618_Unranked,Teng_33961683_ranked,Wang_30979832,Wang_37149072_Ranked,Yue_31373289_ranked,maic_score,contributors
H2AC15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
H2AC17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
H2AC11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
H2AW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
H2AC4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
Hist1h2ap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
ARHGDIB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
LMNB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
HMGB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
LTF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
ITIH4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
SET,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
TPD52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
H1-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
FERMT3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
H2BC17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
APOA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
PZP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
OLFML2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
HBB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
Beta-s,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
Hbb-bs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
APOA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
S100A8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
H4C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
H4C15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
H4C8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
H4C6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
H4-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
H4C13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
H4C9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
H4C11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
H4C12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
H4C14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
H4C4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
H4C1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
H4C3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
LOC100862646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
LOC102641229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
HIST1H1A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
HMGN2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
Gm7931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
CORO7-PAM16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
APOC3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
CAMP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
HBA1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
Hba-a2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
H2BC15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
H3C14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
Gm7426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
OLFM4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
H2AC18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
NUCKS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
SNRPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
CD200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
FABP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
CAPN2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
CHIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
MUC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
PLG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
TALDO1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
GSR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
FGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
CAPZB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
S100A6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
PGLYRP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
SRSF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
LOC102641923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
APCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
ADPGK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
CA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
SUB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
SAA2-SAA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
ARHGAP45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
H3C7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
H3C4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
H3C12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
H3C6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
PAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
DDX39B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
Iglv1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
MBL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
H2AX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
ALDH3A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
PEBP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
CHMP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
CFH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
PPP2R1A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
H1-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
IGFBP6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
ALDH1A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
ARPC5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
NCF4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
CLEC3B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
NR2F6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
LDHB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
GAA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
LGALS3BP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
KLKB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
VASP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
KRT73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
VCP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
ITIH3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
SNRPD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
IFNAR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
SNRPD3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
CDH13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
Ighg2b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
TFF2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
ANXA3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
CYP11B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
ME1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
MSN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
MATR3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
HNRNPA3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
APOD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
HPX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
SRI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
Igkv6-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
ADIPOQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
FBLN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
MME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
COPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
FGFR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
ALDH1A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
CFI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
CPM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
TNFRSF1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
STARD10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
GPLD1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
ANXA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
GALM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
SERPIND1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
AKR1B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
IDH1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
KRT79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
EHD3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
PSAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
TMPO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
KNG1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
SULT1D1P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
PDXK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
HRG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
GC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
Chi3l3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
Aox3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
Igkv2-112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
BPGM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
TOP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
MMP9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
MDH1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
FABP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
LCAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
CD5L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
SERPINA6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
HPRT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
ATP5F1A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
UGP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
PSMB5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
TUBB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
S100A11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
PLS3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
PTPRM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
PPP6C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
CSF1R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
PRNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
FCER2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
RPLP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
LOC435333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
ANXA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
YWHAE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
SLC3A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
HSPE1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
SNRPF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
OSTF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
H2AZ1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
AKR1A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
AQP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
NCL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
SERPINA10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
FHL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
PSMA4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
RBMX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
CFP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
CBX3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
GAS6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
PSMB3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
FUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
PARVG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
Retnla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
Gm16710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
Ighv1-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
C1QA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
DARS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
ACTR1A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
EEF1D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
CYB5A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
NIBAN2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
AP1B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
SERPINB6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
ATG3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
SERPINC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
PFN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
RAC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
PRDX2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
MAPRE1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
CPSF6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
COTL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
BPIFB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
CAVIN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,TRANSCRIPTOMICS: Yue_31373289_ranked
