Mouse Genes,Human Ortholog Symbol,Identity
Tcp11l1,ENSG00000176148,85.0688
Rasef,ENSG00000165105,76.6216
Plcxd1,ENSG00000182378,67.1827
Med11,ENSG00000161920,97.4359
Timm17b,ENSG00000126768,95.9302
Plce1,ENSG00000138193,84.7089
Vmn1r58,not found,
Gltscr1l,ENSG00000112624,87.2104
Fitm2,ENSG00000197296,87.4046
Klrb1b,ENSG00000111796,44.4444
Pnp,ENSG00000198805,84.4291
Evi2a-evi2b,error - retries exceeded,
Eif2s1,ENSG00000134001,99.0476
Ndufb8,ENSG00000166136,81.1828
C6,ENSG00000039537,75.0535
Cacul1,ENSG00000151893,94.3089
Jak3,ENSG00000105639,81.9395
Oasl2,not found,
B930041F14Rik,ENSG00000228594,82.3009
Zfp14,ENSG00000142065,49.9062
Slc25a1,ENSG00000100075,93.8907
Cox19,ENSG00000240230,81.1111
Plekhm3,ENSG00000178385,91.8528
Srp72,ENSG00000174780,95.38
Kif3b,ENSG00000101350,97.992
Slc7a6os,ENSG00000103061,75.0809
Tnik,ENSG00000154310,98.8235
Clasp1,ENSG00000074054,96.5362
1500011B03Rik,not found,
Bcl2l11,ENSG00000153094,87.3737
Lcor,ENSG00000196233,66.2813
Comtd1,ENSG00000165644,85.4962
2610002J02Rik,ENSG00000162585,52.2222
Gucd1,ENSG00000138867,95.8159
Flt3,ENSG00000122025,85.9013
Ascl1,ENSG00000139352,90.678
Tmem57,ENSG00000204178,99.247
Prpf18,ENSG00000165630,99.1228
Clstn3,ENSG00000139182,95.8159
Piezo2,ENSG00000154864,89.8778
Mtr,ENSG00000277925,61.8721
Timeless,ENSG00000111602,82.6159
Tmem183a,ENSG00000163444,93.3511
F420014N23Rik,not found,
Pcdhga11,ENSG00000253873,82.7807
Sdcbp,ENSG00000137575,88.5906
2410002F23Rik,not found,
Bub1,ENSG00000169679,71.6129
Zmat3,ENSG00000172667,86.5052
Lphn1,ENSG00000072071,97.8897
Ltbp2,ENSG00000168056,90.5602
Jmy,ENSG00000152409,87.0445
Pomgnt2,ENSG00000144647,93.4483
Mtx2,ENSG00000128654,96.9582
Ugt8a,ENSG00000174607,93.1608
Kcnk2,ENSG00000082482,96.2441
Dennd1a,ENSG00000119522,83.7383
Acsm1,ENSG00000166743,70.364
Rhpn2,ENSG00000131941,85.8601
Lsm5,ENSG00000106355,100
Cct5,ENSG00000150753,96.3031
Atrx,ENSG00000085224,83.748
Slc19a1,ENSG00000173638,57.868
Tk2,ENSG00000166548,81.5094
Gins2,ENSG00000131153,76.2162
Ctnnbip1,ENSG00000178585,97.5309
Rad1,ENSG00000113456,90.0709
Upf3a,ENSG00000169062,63.4454
Gtl3,ENSG00000070761,99.4819
Rasa2,ENSG00000155903,88.9282
Ccdc58,ENSG00000160124,96.5278
Txnl1,ENSG00000091164,95.8477
Gm5512,not found,
Tada3,ENSG00000171148,99.3056
Pip5k1c,ENSG00000186111,90.1198
Dusp27,ENSG00000198842,80.9154
Rps26,ENSG00000197728,100
Zfp663,not found,
Gdf11,ENSG00000135414,99.0172
Polr2a,ENSG00000181222,99.8985
Tmem63a,ENSG00000196187,89.5911
Arl2bp,ENSG00000102931,90.7975
Soga1,ENSG00000149639,91.4509
Rab31,ENSG00000168461,92.3077
Dsc2,ENSG00000134755,75.6937
Zfp882,not found,
Bdnf,ENSG00000176697,97.5708
Ugt1a6b,ENSG00000167165,78.5714
Setdb1,ENSG00000143379,92.0279
Ube2b,ENSG00000119048,100
Rasa4,ENSG00000170667,86.1768
Rasa4,ENSG00000105808,86.4259
Slc37a3,not found,
Gla,ENSG00000102393,76.2238
Prpf31,ENSG00000105618,92.3848
Bace1,ENSG00000186318,96.4072
Mxi1,ENSG00000119950,95.2542
Rpgr,ENSG00000156313,39.7569
Erap1,ENSG00000164307,84.3783
Cdk8,ENSG00000132964,98.9224
Rrp15,ENSG00000067533,72.3404
Mcm8,ENSG00000125885,88.4524
Rad21,ENSG00000164754,97.1474
Abcb7,ENSG00000131269,92.2872
Dscr3,ENSG00000157538,91.5825
Hbs1l,ENSG00000112339,88.7427
Pcsk7,ENSG00000160613,85.8599
Eif4ebp3,ENSG00000243056,86
Zbtbd6,error - retries exceeded,
Etfb,ENSG00000105379,91.3726
Gpr182,ENSG00000166856,71.5347
Ror1,ENSG00000185483,96.7983
Btrc,ENSG00000166167,98.6777
Plcg1,ENSG00000124181,95.7397
Pon2,ENSG00000105854,88.1356
Sox5,ENSG00000134532,96.9856
Pik3c3,ENSG00000078142,97.9707
Jakmip1,ENSG00000152969,94.3442
Klhl15,ENSG00000174010,99.3377
Nup54,ENSG00000138750,96.0552
Tpgs2,ENSG00000134779,84.6667
Znrd1as,not found,
Lrp12,ENSG00000147650,92.6659
Bop1,ENSG00000261236,82.9759
Lfng,ENSG00000106003,88.9182
Rgs7bp,ENSG00000186479,94.5525
Pars2,ENSG00000162396,81.8947
Tll1,ENSG00000038295,93.5834
Pex11g,ENSG00000104883,77.5934
Ap5z1,ENSG00000242802,78.3147
9530082P21Rik,not found,
Armcx5,ENSG00000125962,60.9319
Snapc5,ENSG00000174446,79.5918
2210015D19Rik,not found,
Txn2,ENSG00000100348,77.1084
Cdk5,ENSG00000164885,99.6575
Mzt2,ENSG00000173272,67.7215
Mzt2,ENSG00000152082,70.2532
Chrna7,ENSG00000166664,88.835
Chrna7,ENSG00000175344,93.2271
Tmem120b,ENSG00000188735,94.3953
Tirap,ENSG00000150455,78.733
Erp44,ENSG00000023318,92.6108
App,ENSG00000142192,96.6234
Abca3,ENSG00000167972,88.0869
Tmem237,ENSG00000155755,81.6176
Dgcr2,ENSG00000070413,93.2727
Lrrc16b,ENSG00000186648,94.9708
Clic6,ENSG00000159212,52.1866
4930506M07Rik,ENSG00000187164,91.1252
Racgap1,ENSG00000161800,84.3354
Srcin1,ENSG00000277363,89.2646
Shisa7,ENSG00000187902,92.9368
Nudt14,ENSG00000183828,82.4324
Prr5,ENSG00000186654,87.6289
Ikbip,ENSG00000166130,76.9231
Rhbdd1,ENSG00000144468,80.9524
Sc5d,ENSG00000109929,83.612
Akirin2,ENSG00000135334,93.5961
Tpcn1,ENSG00000186815,90.8088
Uhrf1bp1l,ENSG00000111647,85.3142
1700086O06Rik,not found,
Zc3h12c,ENSG00000149289,91.9592
AW549877,ENSG00000205765,88.7755
Cep89,ENSG00000121289,69.4764
Fabp5,ENSG00000164687,79.2593
Comt,ENSG00000093010,76.0148
Pcdhb11,ENSG00000113209,74.9686
Ighmbp2,ENSG00000132740,77.0393
Hmbs,ENSG00000256269,90.8587
Xylt1,ENSG00000103489,90.4067
Arfgef1,ENSG00000066777,97.2958
Usp13,ENSG00000058056,95.9444
AI467606,ENSG00000185905,71.875
Mcrs1,ENSG00000187778,98.2684
Ldhb,ENSG00000111716,97.9042
Mcm10,ENSG00000065328,75.7437
Zbed6,ENSG00000257315,89.2748
Csrnp2,ENSG00000110925,90.4236
Mrpl2,ENSG00000112651,84.2623
Casz1,not found,
Tbck,ENSG00000145348,95.2968
Clstn2,ENSG00000158258,93.6126
Gdap2,ENSG00000196505,92.9577
Pgr,ENSG00000082175,80.1715
Chmp5,ENSG00000086065,98.6301
Egln3,ENSG00000129521,96.6527
Tmem35,ENSG00000126950,97.006
Itih1,ENSG00000055957,81.9978
Cacna1e,ENSG00000198216,94.8984
Extl3,ENSG00000012232,97.3885
Palld,ENSG00000129116,87.6224
Nomo1,ENSG00000185164,92.3077
Nomo1,ENSG00000103512,92.4714
Nomo1,ENSG00000103226,92.3077
Mlx,ENSG00000108788,98.3607
Uggt1,ENSG00000136731,90.6752
Ston1,ENSG00000243244,75.5102
Fam78a,not found,
Bcas2,ENSG00000116752,100
Tnfrsf25,ENSG00000215788,63.5492
Tox4,ENSG00000092203,95.008
Pacs1,ENSG00000175115,97.4039
Krba1,ENSG00000133619,59.4925
Mrps22,ENSG00000175110,78.8889
Tsnaxip1,ENSG00000102904,73.3146
Mmp11,ENSG00000099953,82.3771
Pkd2l2,ENSG00000078795,81.0897
Abcc9,ENSG00000069431,96.5784
Gas6,ENSG00000183087,80.6785
Chmp7,ENSG00000147457,95.1435
Cetn4,not found,
Epb4.1l5,ENSG00000115109,83.3561
Pnma1,ENSG00000176903,92.068
Sar1b,ENSG00000152700,98.9899
Arhgap15,ENSG00000075884,86.3158
Col4a3bp,ENSG00000113163,96.6346
Agap2,ENSG00000135439,94.6309
Lztr1,ENSG00000099949,94.6429
Ddx11,ENSG00000013573,78.9183
Arhgef10,ENSG00000104728,80.3571
Sox18,ENSG00000203883,85.6771
Ammecr1l,ENSG00000144233,98.3871
Ndufb10,ENSG00000140990,80.814
Sh3rf1,ENSG00000154447,90.6532
Adat1,ENSG00000065457,77.0916
Fgd4,ENSG00000139132,71.4286
Folr2,ENSG00000165457,76.4706
Foxo6,ENSG00000204060,92.4797
Fam120b,ENSG00000112584,69.8901
Zpr1,ENSG00000109917,90.4139
Timp2,ENSG00000035862,98.1818
Kat8,ENSG00000103510,97.8166
A730008H23Rik,ENSG00000123485,39.3048
Cdkl1,ENSG00000100490,88.7955
Fmn2,ENSG00000155816,73.8676
Nfyc,ENSG00000066136,99.403
Uba5,ENSG00000081307,87.8713
Nsl1,ENSG00000117697,66.9039
Tm9sf4,ENSG00000101337,96.8847
Vdac1,ENSG00000213585,98.5866
Gm16596,not found,
Mar-02,error - retries exceeded,
Nebl,ENSG00000078114,87.574
Pusl1,ENSG00000169972,77.2277
Gtpbp1,ENSG00000100226,97.1599
Uap1,ENSG00000117143,93.4866
Cnih4,ENSG00000143771,95.6835
Eif1ax,ENSG00000173674,100
Golph3l,ENSG00000143457,95.0877
Tpst2,ENSG00000128294,94.4297
Mib2,ENSG00000197530,89.1099
Atp5d,ENSG00000099624,86.3095
Pcna,ENSG00000132646,96.9349
U2af2,ENSG00000063244,99.7895
Gskip,ENSG00000100744,93.5252
Rabgap1,ENSG00000011454,97.1936
Cidec,ENSG00000187288,79.8319
Tmem126a,ENSG00000171202,70.7692
Arl5c,ENSG00000141748,78.771
Zfyve16,not found,
Mllt3,ENSG00000171843,98.4155
Grk6,ENSG00000198055,94.0972
Rev3l,ENSG00000009413,86.5815
Tmem161a,ENSG00000064545,82.881
Aga,ENSG00000038002,82.3699
Sh2d4a,ENSG00000104611,72.9075
Slc35f2,ENSG00000110660,89.8396
5031439G07Rik,ENSG00000100364,95.5446
Gramd2,ENSG00000175318,66.3842
Gtse1,ENSG00000075218,56.0217
Epm2a,ENSG00000112425,88.5196
Pex1,ENSG00000127980,81.9953
Emp3,ENSG00000142227,92.0245
Galnt10,ENSG00000164574,95.3566
Ndrg4,ENSG00000103034,96.3068
Orc4,ENSG00000115947,88.9908
Map9,ENSG00000164114,70.0155
Dpy19l4,ENSG00000156162,88.5201
Cab39l,ENSG00000102547,98.5163
Ccdc28b,ENSG00000160050,87
Smad4,ENSG00000141646,98.3696
Kdm8,ENSG00000155666,76.2019
Tango6,ENSG00000103047,81.5357
Zfp324,ENSG00000083812,71.0669
Zfp324,ENSG00000249471,67.6471
Capza2,ENSG00000198898,98.2517
Cd2bp2,ENSG00000169217,90.6158
1700025G04Rik,ENSG00000116667,96.6942
Milr1,ENSG00000271605,30.3207
Rtn3,ENSG00000133318,66.4729
Cdc42,ENSG00000070831,100
Zhx2,ENSG00000178764,87.0968
Gltpd1,ENSG00000224051,78.972
Rasal2,ENSG00000075391,96.9531
Numb,ENSG00000133961,93.702
Trim10,ENSG00000204613,84.1996
Arf4,ENSG00000168374,95.5556
Lrfn4,ENSG00000173621,96.8504
Acss1,ENSG00000154930,86.7924
Epb4.2,ENSG00000166947,73.0825
Atp5j2,ENSG00000241468,74.4681
Hspa1a,ENSG00000204388,95.1638
Hspa1a,ENSG00000204389,95.1638
Clpp,ENSG00000125656,84.8375
Ptp4a3,ENSG00000184489,95.9538
Lsm1,ENSG00000175324,97.7444
Tmem177,ENSG00000144120,78.4566
Uqcrfs1,ENSG00000169021,88.6861
Pkdcc,ENSG00000162878,92.9006
Plin3,ENSG00000105355,75.576
Man1a,ENSG00000111885,90.6585
Eng,ENSG00000106991,71.5805
L3hypdh,ENSG00000126790,88.7006
Wdr26,ENSG00000162923,92.7727
Hsf4,ENSG00000102878,86.1789
S100a6,ENSG00000197956,95.5556
Wibg,ENSG00000170473,89.7059
Tnfaip6,ENSG00000123610,89.5307
Bin1,ENSG00000136717,94.7723
Ercc3,ENSG00000163161,95.9079
Scml2,ENSG00000102098,50.5714
Vnn1,ENSG00000112299,74.269
Vcpip1,ENSG00000175073,95.4174
Zmynd10,ENSG00000004838,88.6364
Calr,ENSG00000179218,94.2446
Nrep,ENSG00000134986,76.4706
Cct3,ENSG00000163468,97.2477
Arhgap17,ENSG00000140750,84.4495
Capn6,ENSG00000077274,95.1638
Ribc1,ENSG00000158423,65.9631
Nicn1,ENSG00000145029,89.2019
Trpc3,ENSG00000138741,93.3768
Ccndbp1,ENSG00000166946,70.2778
Bcl2a1d,ENSG00000140379,71.4286
Clstn1,ENSG00000171603,92.4567
Ift140,ENSG00000187535,81.7373
Fh1,ENSG00000091483,92.7451
Capns1,ENSG00000126247,94.7761
Fzd5,ENSG00000163251,96.5812
Arvcf,ENSG00000099889,91.7879
Gtf3c1,ENSG00000077235,78.4732
Nat9,ENSG00000109065,81.6425
Pigx,ENSG00000163964,75.969
Gng4,ENSG00000168243,98.6667
Wdr12,ENSG00000138442,93.8534
Abcb1a,ENSG00000085563,86.9531
Wnt7b,ENSG00000188064,75.0716
Def6,ENSG00000023892,92.393
Bex2,ENSG00000133169,74.4
Bex2,ENSG00000133134,71.875
Fam166b,ENSG00000215187,63.2727
Elac2,ENSG00000006744,82.0823
Rc3h2,ENSG00000056586,95.2141
Mlkl,ENSG00000168404,60.2972
Gnao1,ENSG00000087258,92.3729
Taf5l,ENSG00000135801,93.3786
Dyrk2,ENSG00000127334,97.005
Slc25a32,ENSG00000164933,90.4762
Sgtb,ENSG00000197860,96.3816
Ypel3,ENSG00000090238,75.7962
Ogdhl,ENSG00000197444,93.1683
Myef2,ENSG00000104177,73.3333
Epha4,ENSG00000116106,98.5801
2310061J03Rik,not found,
Fbxl6,ENSG00000182325,79.2208
Zfp608,ENSG00000168916,93.0556
Cnga2,ENSG00000183862,93.6747
Cir1,ENSG00000138433,76
Micall2,ENSG00000164877,59.8451
Unc13d,ENSG00000092929,87.7064
Gga2,ENSG00000103365,84.6656
Gpsm1,ENSG00000160360,90.3704
Col17a1,ENSG00000065618,79.6259
Traf5,ENSG00000082512,79.8923
Rdh9,ENSG00000139547,71.6088
Crlf2,ENSG00000205755,33.4232
Fkbp4,ENSG00000004478,89.7603
Wbscr27,ENSG00000165171,64.0816
Dusp10,ENSG00000143507,96.6805
Plxna1,ENSG00000114554,95.9916
Plekhg5,ENSG00000171680,85.0895
Nlrp10,ENSG00000182261,58.9313
1110017D15Rik,ENSG00000164972,75.9542
Ppm1a,ENSG00000100614,98.1675
F8,ENSG00000185010,72.4798
Acnat1,not found,
Slc35e4,ENSG00000100036,83.7143
H2-K1,not found,
Sec14l3,ENSG00000100012,97
Cln6,ENSG00000128973,89.0675
Galk1,ENSG00000108479,88.0102
Cd6,ENSG00000013725,69.9102
Ccdc113,ENSG00000103021,77.9841
Dcaf12,ENSG00000198876,98.4547
Dnaaf3,ENSG00000167646,72.6432
Tmc5,ENSG00000103534,72.7634
Faxc,ENSG00000146267,98.533
Gpr21,ENSG00000188394,91.1175
Cfdp1,ENSG00000153774,82.9431
Zdhhc5,ENSG00000156599,97.9021
Kbtbd7,not found,
Fxr1,ENSG00000114416,98.0676
Tead4,ENSG00000197905,92.1659
Nck2,ENSG00000071051,96.0526
Itm2c,ENSG00000135916,92.8839
Bcl6b,ENSG00000161940,89.9791
9530077C05Rik,ENSG00000164542,85.4932
Hax1,ENSG00000143575,81.362
Ints9,ENSG00000104299,97.2644
Igf2bp3,ENSG00000136231,96.5458
Asnsd1,ENSG00000138381,74.6501
Foxj3,ENSG00000198815,94.373
Atp2a2,ENSG00000174437,98.7524
Maob,ENSG00000069535,88.6538
Traf1,ENSG00000056558,83.8942
Tnip1,ENSG00000145901,83.3333
Aldh1a1,ENSG00000165092,87.0259
Snx22,ENSG00000157734,82.9016
Slc35e1,ENSG00000127526,90
Nme7,ENSG00000143156,88.0319
Zfand6,ENSG00000086666,94.7115
Ppfia4,ENSG00000143847,92.9577
Zfp827,ENSG00000151612,92.9695
Isoc1,ENSG00000066583,94.2953
Rundc1,ENSG00000198863,89.3964
Zfp661,ENSG00000275111,79.5294
A930015D03Rik,not found,
Eaf1,ENSG00000144597,98.1343
Taf8,ENSG00000137413,94.5161
Trappc1,ENSG00000170043,75.8621
Cetn2,ENSG00000147400,95.9302
Megf11,ENSG00000157890,90.3509
Snrpd3,ENSG00000100028,100
Cep85l,ENSG00000111860,86.4596
Aox3,not found,
Rgmb,ENSG00000174136,89.2449
Erc1,ENSG00000082805,97.3118
2700094K13Rik,ENSG00000211450,72.1311
Ppdpf,ENSG00000125534,66.6667
Tbc1d20,ENSG00000125875,93.0521
Rbms3,ENSG00000144642,87.643
Gm3020,not found,
Sh3yl1,ENSG00000035115,92.3977
Commd1,ENSG00000173163,63.1579
Fbxl3,ENSG00000005812,97.1963
Rinl,ENSG00000187994,68.0212
Eps8,ENSG00000151491,89.0511
Ap2a2,ENSG00000183020,97.3376
Krtcap2,ENSG00000163463,97.0588
Dpy19l1,ENSG00000173852,89.8396
Ubr1,ENSG00000159459,92.5672
Prkdc,ENSG00000253729,78.9486
Sec31a,ENSG00000138674,91.1475
Fmnl3,ENSG00000161791,95.1315
Eml4,ENSG00000143924,87.9715
Rab11fip4,ENSG00000131242,92.6217
Med7,ENSG00000155868,96.9957
Dnajc13,ENSG00000138246,96.6563
Ccdc147,ENSG00000120051,86.6973
Tjp1,ENSG00000104067,89.8756
Paqr4,ENSG00000162073,96.337
R3hdm1,ENSG00000048991,90.8289
Selm,ENSG00000198832,83.4483
Gm14440,ENSG00000170100,12.5495
Kdm2a,ENSG00000173120,97.3322
Ift57,ENSG00000114446,90.4429
Capzb,ENSG00000077549,99.6324
2810408A11Rik,not found,
Mrpl43,ENSG00000055950,80.5031
Tcap,ENSG00000173991,90.4192
Sowaha,ENSG00000198944,76.867
F11r,ENSG00000158769,68.2274
Hars2,ENSG00000112855,84.1897
Fam171a1,ENSG00000148468,92.1348
Carns1,ENSG00000172508,83.5789
Slc30a4,ENSG00000104154,92.0746
Pcdhgc4,ENSG00000242419,97.8678
Rnf187,not found,
Ago3,ENSG00000126070,98.9535
Zc3hav1,ENSG00000105939,55.765
C77370,ENSG00000050030,85.4222
Adam9,ENSG00000168615,85.1038
Rnf165,ENSG00000141622,98.8439
Ece1,ENSG00000117298,93.6364
Nim1k,ENSG00000177453,91.5138
Praf2,ENSG00000243279,91.0112
Zscan26,ENSG00000197062,68.6848
Tbcb,ENSG00000105254,88.9344
Zmym6,ENSG00000163867,67.3208
Mapk3,ENSG00000102882,96.5699
Yipf6,ENSG00000181704,83.4746
Nbn,ENSG00000104320,71.0875
Dnajc6,ENSG00000116675,92.8866
Tceb2,ENSG00000103363,97.4576
Ankrd13c,ENSG00000118454,91.8669
Chtf8,ENSG00000168802,91.7355
Ptges3,ENSG00000110958,98.75
Angpt1,ENSG00000154188,97.3896
Tcf15,ENSG00000125878,91.4573
Plac8,ENSG00000145287,81.7391
Igf2bp1,ENSG00000159217,99.3068
Zfp777,ENSG00000196453,91.8171
Ubxn6,ENSG00000167671,80.9524
Sccpdh,ENSG00000143653,87.1795
Naga,ENSG00000198951,82.4818
Rnf13,ENSG00000082996,93.4383
Sp110,ENSG00000135899,29.0323
Cyp2f2,ENSG00000197446,81.6701
Mcu,ENSG00000156026,96.0114
Rbm48,ENSG00000127993,71.9346
Itgb4,ENSG00000132470,88.09
Rgs11,ENSG00000076344,77.5161
Ttc21a,ENSG00000168026,77.0754
Sash1,ENSG00000111961,85.2446
Tbl3,ENSG00000183751,88.2426
Spef1,ENSG00000101222,88.1356
Cops7b,ENSG00000144524,97.7273
Ppp1r15b,ENSG00000158615,67.4614
Ctdsp2,ENSG00000175215,94.4649
Vimp,ENSG00000131871,65.6085
Nrp,ENSG00000100601,82.7764
Slc35a5,ENSG00000138459,85.8491
Smim8,ENSG00000111850,88.6598
Tapt1,ENSG00000169762,95.4145
Exosc7,ENSG00000075914,95.5326
Rnf121,ENSG00000137522,98.1651
Svil,ENSG00000197321,80.4878
Brip1,ENSG00000136492,69.8959
Prkag2,ENSG00000106617,93.4974
Ubtf,ENSG00000108312,97.9058
Specc1l,ENSG00000100014,95.1656
Myo5c,ENSG00000128833,89.2652
Nipal1,ENSG00000163293,87.0732
B3gnt1,ENSG00000170340,87.4055
Ndc80,ENSG00000080986,83.9564
Sipa1l2,ENSG00000116991,91.2311
Sh3d19,ENSG00000109686,78.51
Rrn3,ENSG00000085721,86.9432
Ccdc125,ENSG00000183323,71.2329
Appl2,ENSG00000136044,92.4699
Inpp5a,ENSG00000068383,94.6602
Pdcd4,ENSG00000150593,96.8017
Rrs1,ENSG00000179041,90.411
Tctn2,ENSG00000168778,68.0057
Itgb1bp1,ENSG00000119185,93.5
Lypd6b,ENSG00000150556,72.4638
Zfyve19,ENSG00000166140,66.4544
Sncaip,ENSG00000064692,86.5071
Mad2l1bp,ENSG00000124688,77.3723
Tmem30b,ENSG00000182107,90.3134
Sarnp,ENSG00000205323,95.7143
Frat2,ENSG00000181274,75.5365
Gstp1,ENSG00000084207,85.2381
Gm14403,not found,
Chn2,ENSG00000106069,97.6496
Klhdc9,ENSG00000162755,83.3811
Ddx46,ENSG00000145833,98.7403
Slc44a5,ENSG00000137968,68.2008
Hnrnpdl,ENSG00000152795,97.1429
Mpp3,ENSG00000161647,90.9402
Snai2,ENSG00000019549,95.5224
Ppp4r1,ENSG00000154845,87.0526
Tap2,ENSG00000204267,77.1137
Lrp5,ENSG00000162337,93.7461
Rwdd2a,ENSG00000013392,93.1507
Ypel1,ENSG00000100027,98.3193
Wdr25,ENSG00000176473,77.5735
Wdsub1,ENSG00000196151,82.1429
Capn10,ENSG00000142330,80.2083
Scarb2,ENSG00000138760,85.7741
Anapc15,not found,
Psmd4,ENSG00000159352,96.0212
Eif4a2,ENSG00000156976,100
Pdcd10,ENSG00000114209,99.5283
Etv3,ENSG00000117036,85.5469
Ppp4r1l-ps,not found,
Jpx,not found,
Map3k7cl,not found,
Ugcg,ENSG00000148154,98.2234
Ipo4,ENSG00000196497,81.4986
A330035P11Rik,not found,
Zgrf1,not found,
Gtdc1,ENSG00000121964,77.9476
Rpn2,ENSG00000118705,92.393
1110002L01Rik,not found,
Snx18,ENSG00000178996,95.5128
Nfix,ENSG00000008441,97.4104
Pfn2,ENSG00000070087,99.2857
Ccdc157,ENSG00000187860,71.8085
Cyyr1,ENSG00000166265,82.5806
Rasip1,ENSG00000105538,93.5618
Wdr70,ENSG00000082068,91.4373
Ppa2,ENSG00000138777,75.7485
Chmp2a,ENSG00000130724,99.5496
Snhg12,not found,
Tnfrsf11a,ENSG00000141655,68.0195
Atp2b2,ENSG00000157087,98.3105
Tmub1,ENSG00000164897,56.9106
Vamp2,ENSG00000220205,93.9655
2510039O18Rik,ENSG00000116685,91.9558
Cenpc1,ENSG00000145241,49.6288
Tmem150c,ENSG00000249242,95.9839
Cldn11,ENSG00000013297,94.2029
Ppp1r14a,ENSG00000167641,68.7075
Clec10a,ENSG00000132514,46.3668
Fam208a,ENSG00000163946,73.4132
Scnn1b,ENSG00000168447,83.9062
Igsf11,ENSG00000144847,88.1671
Fastkd5,ENSG00000215251,74.4764
Fam110a,ENSG00000125898,85.7627
Zmynd15,ENSG00000141497,83.6927
Pih1d1,ENSG00000104872,80.3448
Gimap1,ENSG00000213203,60.4575
Cma1,ENSG00000092009,74.0891
Fanci,ENSG00000140525,80.1958
Vwa3a,ENSG00000175267,70.3547
Mettl1,ENSG00000037897,87.6812
Uros,ENSG00000188690,77.3585
Ift27,ENSG00000100360,82.7957
Ubac2,ENSG00000134882,89.2442
Dab2ip,ENSG00000136848,97.3928
Hcar1,ENSG00000196917,79.7688
Acap2,ENSG00000114331,95.2442
Cxcl10,ENSG00000169245,68.3673
Acpp,ENSG00000014257,80.3109
Tmem9b,ENSG00000175348,94.9495
Ccdc30,ENSG00000186409,45.8422
Adat3,ENSG00000213638,77.1117
Abca5,ENSG00000154265,90.0731
Gm561,ENSG00000232388,47.3684
Ccdc14,ENSG00000175455,64.8619
Ero1l,ENSG00000197930,91.8803
Setd5,ENSG00000168137,94.0361
Rnf31,ENSG00000092098,86.4739
Zfp772,ENSG00000233757,30.2682
Zmym3,ENSG00000147130,95.3285
Cdk5rap1,ENSG00000101391,87.5639
Slc38a1,ENSG00000111371,93.0185
Msl3,ENSG00000005302,88.2917
Cfi,ENSG00000205403,69.4683
Gcdh,ENSG00000105607,86.0731
Rnf14,ENSG00000013561,90.5063
Crip1,ENSG00000213145,97.4026
E2f5,ENSG00000133740,86.9942
Ippk,ENSG00000127080,87.3727
Pou6f1,ENSG00000184271,82.6514
Obscn,ENSG00000154358,70.4986
Emr1,ENSG00000174837,68.8488
Il2rb,ENSG00000100385,56.9873
Rufy1,ENSG00000176783,90.9604
Myo9a,ENSG00000066933,88.9717
Rsrc2,ENSG00000111011,96.3134
Cttn,ENSG00000085733,92.1818
Pomt2,ENSG00000009830,90.8
Eif2ak1,ENSG00000086232,81.5873
Dyx1c1,ENSG00000256061,79.2857
Irak1,ENSG00000184216,80.8989
Micalcl,ENSG00000133816,86.2989
Gm8979,not found,
Rdm1,ENSG00000278023,70.4225
Cfh,not found,
Ap3m2,ENSG00000070718,98.3254
E530011L22Rik,not found,
Trp53inp1,ENSG00000164938,86.6667
Tfec,ENSG00000105967,69.7406
Gstt3,not found,
Acsf2,ENSG00000167107,78.6992
Daglb,ENSG00000164535,78.7202
Epsti1,ENSG00000133106,65.4723
Fez2,ENSG00000171055,88.6686
Fam210b,ENSG00000124098,73.9583
Stard13,ENSG00000133121,89.4879
Zdhhc7,ENSG00000153786,95.1299
Tef,ENSG00000167074,97.3597
Gm4013,not found,
Zfp933,not found,
Gfra2,ENSG00000168546,93.75
Ppp1r14c,ENSG00000198729,90.9091
Clcn7,ENSG00000103249,95.9006
Fgd2,ENSG00000146192,70.687
Qpct,ENSG00000115828,81.9945
Rdx,ENSG00000137710,98.4563
4921531C22Rik,not found,
Slc6a6,ENSG00000131389,93.2258
Rhov,ENSG00000104140,99.1525
Mcm3ap,ENSG00000160294,78.4848
Morn3,ENSG00000139714,83.3333
Zbtb21,ENSG00000173276,85.4597
Hsp90ab1,ENSG00000096384,99.5856
Efr3a,ENSG00000132294,96.8331
Snx4,ENSG00000114520,94
Meox2,ENSG00000106511,97.6974
Ndst2,ENSG00000166507,96.7157
Mcph1,ENSG00000147316,56.2874
Tmem14c,ENSG00000111843,84.8214
Hoxb3,ENSG00000120093,95.1276
Mphosph6,ENSG00000135698,86.875
Sfmbt1,ENSG00000163935,88.7991
Abhd11,ENSG00000106077,70.2614
Ogdh,ENSG00000105953,93.9394
Slc15a4,ENSG00000139370,85.2686
Ptar1,ENSG00000188647,88.3085
Sgol2,ENSG00000163535,49.249
4930577N17Rik,not found,
Agfg1,ENSG00000173744,95.5516
Sdr39u1,ENSG00000100445,84.3003
Baiap3,ENSG00000007516,88.8889
Zfand1,ENSG00000104231,82.4627
Tbxa2r,ENSG00000006638,74.6356
Ms4a6b,ENSG00000166926,46.9388
Ms4a6b,ENSG00000110077,52.4444
Usp45,ENSG00000123552,77.5184
Pde3b,ENSG00000152270,81.1151
Ttc36,ENSG00000172425,87.8307
0610010F05Rik,ENSG00000162929,88.5794
Otulin,ENSG00000154124,90.0568
