gene,dai_34276789,hamvas_30342483li_26030808,luo_36514862,luo_36514862,ambalavanan_25449221,hadchoul,torgerson_30113228,wang_23897914,ahmed_37839510,zasada_31445514,zasada_31445514,bharracharya_22723293,da_paepe_20718599,fulton_30459472,gong_32412065,pietrzyk_24194948,pietrzyk_24194948,pietrzyk_24194948,pietrzyk_24194948,shen_33093882,windhorst_37090732,bhattacharya_33552042,oji_mmuo_33177681,siddiah_37123538,tsotakos_35947545,yuon_chou_37507442,yuon_chou_37507442,yuon_chou_37507442,yuon_chou_37507442,yuon_chou_37507442,zasada_31445514,maic_score,contributors
LOC107984489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.152589471,0,0,0,1.152589471,RNASEQ: Yuon_chou_37507442_cpg_day28
NSMCE4A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.152579851,0,0,0,0,1.152579851,RNASEQ: Yuon_chou_37507442_cpg_day14
SVOPL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.152567224,0,0,0,0,1.152567224,RNASEQ: Yuon_chou_37507442_cpg_day14
MCTP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.152554597,0,0,0,0,1.152554597,RNASEQ: Yuon_chou_37507442_cpg_day14
LOC105374391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.152529343,0,0,0,0,1.152529343,RNASEQ: Yuon_chou_37507442_cpg_day14
MIR4781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.152516716,0,0,0,0,1.152516716,RNASEQ: Yuon_chou_37507442_cpg_day14
UNC13A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.152504089,0,0,0,0,1.152504089,RNASEQ: Yuon_chou_37507442_cpg_day14
TMCC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.152496442,0,0,0,1.152496442,RNASEQ: Yuon_chou_37507442_cpg_day28
GPX1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.152491462,0,0,0,0,1.152491462,RNASEQ: Yuon_chou_37507442_cpg_day14
MAT2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.152478835,0,0,0,0,1.152478835,RNASEQ: Yuon_chou_37507442_cpg_day14
TMEM132B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.152466208,0,0,0,0,1.152466208,RNASEQ: Yuon_chou_37507442_cpg_day14
IGHMBP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.152453581,0,0,0,0,1.152453581,RNASEQ: Yuon_chou_37507442_cpg_day14
LOC105369980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.152440954,0,0,0,0,1.152440954,RNASEQ: Yuon_chou_37507442_cpg_day14
TRPM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.152428327,0,0,0,0,1.152428327,RNASEQ: Yuon_chou_37507442_cpg_day14
ARHGEF37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1524157,0,0,0,0,1.1524157,RNASEQ: Yuon_chou_37507442_cpg_day14
MIR5004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.152404987,0,0,0,1.152404987,RNASEQ: Yuon_chou_37507442_cpg_day28
LINC02103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.152390446,0,0,0,0,1.152390446,RNASEQ: Yuon_chou_37507442_cpg_day14
LOC105378605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.152377819,1.144260365,0,0,0,1.152377819,RNASEQ: Yuon_chou_37507442_cpg_day14
PSTPIP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.152365192,0,0,0,0,1.152365192,RNASEQ: Yuon_chou_37507442_cpg_day14
KIAA0513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.152352565,0,0,0,0,1.152352565,RNASEQ: Yuon_chou_37507442_cpg_day14
RBFOX3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.152339938,0,0,0,0,1.152339938,RNASEQ: Yuon_chou_37507442_cpg_day14
LOC105374724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.152327311,0,0,0,0,1.152327311,RNASEQ: Yuon_chou_37507442_cpg_day14
LOC101926974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.152315076,0,0,0,1.152315076,RNASEQ: Yuon_chou_37507442_cpg_day28
LOC101928447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.152314684,0,0,0,0,1.152314684,RNASEQ: Yuon_chou_37507442_cpg_day14
PCTP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.152302057,0,0,0,0,1.152302057,RNASEQ: Yuon_chou_37507442_cpg_day14
LINC02608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15228943,0,0,0,0,1.15228943,RNASEQ: Yuon_chou_37507442_cpg_day14
LOC105377520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.152276803,0,0,0,0,1.152276803,RNASEQ: Yuon_chou_37507442_cpg_day14
PRSS8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.152264176,1.146246056,0,0,0,1.152264176,RNASEQ: Yuon_chou_37507442_cpg_day14
LOC112268421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.152251549,0,0,0,0,1.152251549,RNASEQ: Yuon_chou_37507442_cpg_day14
LOC101928266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.152238922,0,0,0,0,1.152238922,RNASEQ: Yuon_chou_37507442_cpg_day14
ETFB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.152226683,0,0,0,1.152226683,RNASEQ: Yuon_chou_37507442_cpg_day28
CBX7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.152226295,0,0,0,0,1.152226295,RNASEQ: Yuon_chou_37507442_cpg_day14
ASAP1-IT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.152201041,0,0,0,0,1.152201041,RNASEQ: Yuon_chou_37507442_cpg_day14
ATN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.152188414,0,0,0,0,1.152188414,RNASEQ: Yuon_chou_37507442_cpg_day14
LINC01675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.152175786,0,0,0,0,1.152175786,RNASEQ: Yuon_chou_37507442_cpg_day14
MIR12118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.152163159,0,0,0,0,1.152163159,RNASEQ: Yuon_chou_37507442_cpg_day14
LOC105374478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.152150532,0,0,0,0,1.152150532,RNASEQ: Yuon_chou_37507442_cpg_day14
LOC283683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.152139782,0,0,0,1.152139782,RNASEQ: Yuon_chou_37507442_cpg_day28
MDFIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.152137905,0,0,0,0,1.152137905,RNASEQ: Yuon_chou_37507442_cpg_day14
LOC101928331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.152125278,0,0,0,0,1.152125278,RNASEQ: Yuon_chou_37507442_cpg_day14
RAI14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.152112651,0,0,0,0,1.152112651,RNASEQ: Yuon_chou_37507442_cpg_day14
SYNGR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.152100024,0,0,0,0,1.152100024,RNASEQ: Yuon_chou_37507442_cpg_day14
CT70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.152087397,0,0,0,0,1.152087397,RNASEQ: Yuon_chou_37507442_cpg_day14
LOC105370284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15207477,0,0,0,0,1.15207477,RNASEQ: Yuon_chou_37507442_cpg_day14
LOC105370878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.152062143,0,0,0,0,1.152062143,RNASEQ: Yuon_chou_37507442_cpg_day14
LOC107985891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.152054347,0,0,0,1.152054347,RNASEQ: Yuon_chou_37507442_cpg_day28
MIR3691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.152049516,0,0,0,0,1.152049516,RNASEQ: Yuon_chou_37507442_cpg_day14
LOC105370941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.152036889,0,0,0,0,1.152036889,RNASEQ: Yuon_chou_37507442_cpg_day14
CFAP20DC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.152024262,0,0,0,0,1.152024262,RNASEQ: Yuon_chou_37507442_cpg_day14
LOC105370969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.152011635,0,0,0,0,1.152011635,RNASEQ: Yuon_chou_37507442_cpg_day14
GUSBP11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151999008,0,0,0,0,1.151999008,RNASEQ: Yuon_chou_37507442_cpg_day14
TENM4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151986381,1.143799929,0,0,0,1.151986381,RNASEQ: Yuon_chou_37507442_cpg_day14
LINC01686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151973754,0,0,0,0,1.151973754,RNASEQ: Yuon_chou_37507442_cpg_day14
MIR2467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151970351,0,0,0,1.151970351,RNASEQ: Yuon_chou_37507442_cpg_day28
AKIRIN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151961127,1.14660445,0,0,0,1.151961127,RNASEQ: Yuon_chou_37507442_cpg_day14
RGS3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1519485,0,0,0,0,1.1519485,RNASEQ: Yuon_chou_37507442_cpg_day14
ST3GAL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151935873,0,0,0,0,1.151935873,RNASEQ: Yuon_chou_37507442_cpg_day14
PCDHB19P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151910619,0,0,0,0,1.151910619,RNASEQ: Yuon_chou_37507442_cpg_day14
FGR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151897992,0,0,0,0,1.151897992,RNASEQ: Yuon_chou_37507442_cpg_day14
LOC105373455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151872738,0,0,0,0,1.151872738,RNASEQ: Yuon_chou_37507442_cpg_day14
SNORA53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151860111,0,0,0,0,1.151860111,RNASEQ: Yuon_chou_37507442_cpg_day14
LOC107985211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151847484,0,0,0,0,1.151847484,RNASEQ: Yuon_chou_37507442_cpg_day14
LOC107984670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151834857,0,0,0,0,1.151834857,RNASEQ: Yuon_chou_37507442_cpg_day14
C5orf58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15182223,1.143925237,0,0,0,1.15182223,RNASEQ: Yuon_chou_37507442_cpg_day14
LOC107985018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151806579,0,0,0,1.151806579,RNASEQ: Yuon_chou_37507442_cpg_day28
INPPL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151796976,0,0,0,0,1.151796976,RNASEQ: Yuon_chou_37507442_cpg_day14
ALDH1L1-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151784349,0,0,0,0,1.151784349,RNASEQ: Yuon_chou_37507442_cpg_day14
CASP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151759095,0,0,0,0,1.151759095,RNASEQ: Yuon_chou_37507442_cpg_day14
RYR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151746468,0,0,0,0,1.151746468,RNASEQ: Yuon_chou_37507442_cpg_day14
LINC02205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151733841,0,0,0,0,1.151733841,RNASEQ: Yuon_chou_37507442_cpg_day14
DLX4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151721214,1.144548867,0,0,0,1.151721214,RNASEQ: Yuon_chou_37507442_cpg_day14
OLMALINC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15169596,0,0,0,0,1.15169596,RNASEQ: Yuon_chou_37507442_cpg_day14
OR5AU1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151683333,0,0,0,0,1.151683333,RNASEQ: Yuon_chou_37507442_cpg_day14
LOC105371378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151670706,0,0,0,0,1.151670706,RNASEQ: Yuon_chou_37507442_cpg_day14
PDXK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151658079,0,0,0,0,1.151658079,RNASEQ: Yuon_chou_37507442_cpg_day14
CDH26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151648272,0,0,0,1.151648272,RNASEQ: Yuon_chou_37507442_cpg_day28
LOC105379574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151645452,0,0,0,0,1.151645452,RNASEQ: Yuon_chou_37507442_cpg_day14
FAM27E5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151632825,0,0,0,0,1.151632825,RNASEQ: Yuon_chou_37507442_cpg_day14
LOC107985830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151607571,0,0,0,0,1.151607571,RNASEQ: Yuon_chou_37507442_cpg_day14
MGMT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151594944,0,0,0,0,1.151594944,RNASEQ: Yuon_chou_37507442_cpg_day14
SNORA59B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151582317,0,0,0,0,1.151582317,RNASEQ: Yuon_chou_37507442_cpg_day14
LOC105378024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151571107,0,0,0,1.151571107,RNASEQ: Yuon_chou_37507442_cpg_day28
HLA-V,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15156969,0,0,0,0,1.15156969,RNASEQ: Yuon_chou_37507442_cpg_day14
EVA1C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151557063,0,0,0,0,1.151557063,RNASEQ: Yuon_chou_37507442_cpg_day14
SOWAHB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151544436,0,0,0,0,1.151544436,RNASEQ: Yuon_chou_37507442_cpg_day14
TTC28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151531809,0,0,0,0,1.151531809,RNASEQ: Yuon_chou_37507442_cpg_day14
FOXC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151519182,0,0,0,0,1.151519182,RNASEQ: Yuon_chou_37507442_cpg_day14
TERB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151495239,0,0,0,1.151495239,RNASEQ: Yuon_chou_37507442_cpg_day28
GNRH2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151493928,0,0,0,0,1.151493928,RNASEQ: Yuon_chou_37507442_cpg_day14
CHRAC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151481301,0,0,0,0,1.151481301,RNASEQ: Yuon_chou_37507442_cpg_day14
MIR1208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151468674,0,0,0,0,1.151468674,RNASEQ: Yuon_chou_37507442_cpg_day14
LOC105371651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151456047,0,0,0,0,1.151456047,RNASEQ: Yuon_chou_37507442_cpg_day14
SUN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15144342,0,0,0,0,1.15144342,RNASEQ: Yuon_chou_37507442_cpg_day14
LOC105376250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151430793,0,0,0,0,1.151430793,RNASEQ: Yuon_chou_37507442_cpg_day14
CYP11B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151420643,0,0,0,1.151420643,RNASEQ: Yuon_chou_37507442_cpg_day28
DLGAP2-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151418166,1.146788657,0,0,0,1.151418166,RNASEQ: Yuon_chou_37507442_cpg_day14
MANBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151405539,0,0,0,0,1.151405539,RNASEQ: Yuon_chou_37507442_cpg_day14
CYFIP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151392912,0,0,0,0,1.151392912,RNASEQ: Yuon_chou_37507442_cpg_day14
LOC107986656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151380285,0,0,0,0,1.151380285,RNASEQ: Yuon_chou_37507442_cpg_day14
LMTK3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151355031,1.145053018,0,0,0,1.151355031,RNASEQ: Yuon_chou_37507442_cpg_day14
LOC105378920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151347298,0,0,0,1.151347298,RNASEQ: Yuon_chou_37507442_cpg_day28
FZD7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151342404,0,0,0,0,1.151342404,RNASEQ: Yuon_chou_37507442_cpg_day14
CCN5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151329777,0,0,0,0,1.151329777,RNASEQ: Yuon_chou_37507442_cpg_day14
ADGRF1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15131715,0,0,0,0,1.15131715,RNASEQ: Yuon_chou_37507442_cpg_day14
NKX1-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151304523,0,0,0,0,1.151304523,RNASEQ: Yuon_chou_37507442_cpg_day14
ZNF366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151291896,0,0,0,0,1.151291896,RNASEQ: Yuon_chou_37507442_cpg_day14
PCNX4-DT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151279269,0,0,0,0,1.151279269,RNASEQ: Yuon_chou_37507442_cpg_day14
RNF227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151275182,0,0,0,1.151275182,RNASEQ: Yuon_chou_37507442_cpg_day28
PCAT4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151266642,0,0,0,0,1.151266642,RNASEQ: Yuon_chou_37507442_cpg_day14
LOC105370638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151254015,0,0,0,0,1.151254015,RNASEQ: Yuon_chou_37507442_cpg_day14
LOC105375277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151228761,0,0,0,0,1.151228761,RNASEQ: Yuon_chou_37507442_cpg_day14
FAM13A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151216134,0,0,0,0,1.151216134,RNASEQ: Yuon_chou_37507442_cpg_day14
SORBS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151204274,0,0,0,1.151204274,RNASEQ: Yuon_chou_37507442_cpg_day28
STK3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15119088,0,0,0,0,1.15119088,RNASEQ: Yuon_chou_37507442_cpg_day14
LINC01938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151178253,0,0,0,0,1.151178253,RNASEQ: Yuon_chou_37507442_cpg_day14
ACVR1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151165626,0,0,0,0,1.151165626,RNASEQ: Yuon_chou_37507442_cpg_day14
LOC105378394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151152999,1.145778887,0,0,0,1.151152999,RNASEQ: Yuon_chou_37507442_cpg_day14
LOC107985553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151140372,0,0,0,0,1.151140372,RNASEQ: Yuon_chou_37507442_cpg_day14
KIAA0408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151134552,0,0,0,1.151134552,RNASEQ: Yuon_chou_37507442_cpg_day28
SLC13A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151127745,0,0,0,0,1.151127745,RNASEQ: Yuon_chou_37507442_cpg_day14
MIR3689C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151115118,0,0,0,0,1.151115118,RNASEQ: Yuon_chou_37507442_cpg_day14
HLCS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151102491,0,0,0,0,1.151102491,RNASEQ: Yuon_chou_37507442_cpg_day14
NRXN2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151089864,0,0,0,0,1.151089864,RNASEQ: Yuon_chou_37507442_cpg_day14
LOC105374996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151065996,0,0,0,1.151065996,RNASEQ: Yuon_chou_37507442_cpg_day28
MIR4280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15106461,0,0,0,0,1.15106461,RNASEQ: Yuon_chou_37507442_cpg_day14
LOC101928251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151051983,0,0,0,0,1.151051983,RNASEQ: Yuon_chou_37507442_cpg_day14
ERLNC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151039356,0,0,0,0,1.151039356,RNASEQ: Yuon_chou_37507442_cpg_day14
MIR600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151026729,0,0,0,0,1.151026729,RNASEQ: Yuon_chou_37507442_cpg_day14
LOC101928257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151014102,0,0,0,0,1.151014102,RNASEQ: Yuon_chou_37507442_cpg_day14
GPHN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151001475,0,0,0,0,1.151001475,RNASEQ: Yuon_chou_37507442_cpg_day14
