gene	Nichols_24571919	Chen28689251	Bao_27137150	Bhaskaran_22911455	Chao27770432	Denervaud_26353077_down_ranked	Denervaud_26353077_up_ranked	Natarajan_28851267_down	Natarajan_28851267_up	Revhaug_31454811_down_ranked	Revhaug_31454811_up_ranked	Shrestha_33446917_down_	Shrestha_33446917_up	Al_mudares_37368978_female	Al_mudares_37368978_male	Bhattacharya_25150061	Cheng_31961470	Coarfa_28818871_female_down_day21_ranked	Coarfa_28818871_female_down_day7_ranked	Coarfa_28818871_female_up_day21_ranked	Coarfa_28818871_female_up_day7_ranked	Coarfa_28818871_male_down_day21	Coarfa_28818871_male_down_day7	Coarfa_28818871_male_up_day21	Coarfa_28818871_male_up_day7	Dong_36157523	Dravet_gounot_29287116_p10	Dravet_gounot_29287116_p21	Hirani_37876024	Nitkin_32753701_24hr_unranked	Nitkin_32753701_6hr_unranked	Rao_37310763_ranked	Hurskainen_33692365_endothelial	Hurskainen_33692365_epithelial	Hurskainen_33692365_stroma	Scaffa_34417156_ranked	maic_score	contributors
SLC40A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4150437282248296	1.4124542971423792	1.414393851101193	0.0	1.4150437282248296	SCRNASEQ: Hurskainen_33692365_endothelial
SLC39A10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4150305754466286	1.4124415569828608	1.414379362790367	0.0	1.4150305754466286	SCRNASEQ: Hurskainen_33692365_endothelial
TMEFF2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4150174226684278	1.4124288168233423	1.414364874479541	0.0	1.4150174226684278	SCRNASEQ: Hurskainen_33692365_endothelial
NABP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.414991117112026	1.4124033365043054	1.414335897857889	0.0	1.414991117112026	SCRNASEQ: Hurskainen_33692365_endothelial
COL6A5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4149393184268106	0.0	0.0	0.0	0.0	1.4149393184268106	RNASEQ: Rao_37310763_ranked
GLS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4149385059992226	1.4123523758662315	1.414277944614585	0.0	1.4149385059992226	SCRNASEQ: Hurskainen_33692365_endothelial
NAB1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4149253532210215	1.412339635706713	1.414263456303759	0.0	1.4149253532210215	SCRNASEQ: Hurskainen_33692365_endothelial
INPP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.414885894886419	1.4123014152281577	1.414219991371281	0.0	1.414885894886419	SCRNASEQ: Hurskainen_33692365_endothelial
C2orf88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.414859589330017	1.4122759349091207	1.4141910147496288	0.0	1.414859589330017	SCRNASEQ: Hurskainen_33692365_endothelial
PMS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4148464365518163	1.4122631947496023	1.4141765264388029	0.0	1.4148464365518163	SCRNASEQ: Hurskainen_33692365_endothelial
OSGEPL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4148201309954145	1.4122377144305656	1.414147549817151	0.0	1.4148201309954145	SCRNASEQ: Hurskainen_33692365_endothelial
ASNSD1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4148069782172137	1.412224974271047	1.414133061506325	0.0	1.4148069782172137	SCRNASEQ: Hurskainen_33692365_endothelial
DNAH7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4147938254390127	1.4122122341115286	1.4141185731954988	0.0	1.4147938254390127	SCRNASEQ: Hurskainen_33692365_endothelial
CCDC150	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.41475436710441	1.4121740136329732	1.414075108263021	0.0	1.41475436710441	SCRNASEQ: Hurskainen_33692365_endothelial
GTF3C3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4147412143262093	1.4121612734734548	1.4140606199521948	0.0	1.4147412143262093	SCRNASEQ: Hurskainen_33692365_endothelial
VASN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4147380928600175	0.0	0.0	0.0	0.0	1.4147380928600175	RNASEQ: Rao_37310763_ranked
PGAP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4147280615480082	1.4121485333139363	1.4140461316413688	0.0	1.4147280615480082	SCRNASEQ: Hurskainen_33692365_endothelial
PANTR1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.414698105628539	0.0	1.414698105628539	SCRNASEQ: Hurskainen_33692365_stroma
MOB4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.414649144878803	1.4120720923568255	1.4139592017764129	0.0	1.414649144878803	SCRNASEQ: Hurskainen_33692365_endothelial
MARS2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4146228393224012	1.4120466120377886	1.4139302251547607	0.0	1.4146228393224012	SCRNASEQ: Hurskainen_33692365_endothelial
PLCL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4146096865442004	1.4120211317187517	1.4139012485331088	0.0	1.4146096865442004	SCRNASEQ: Hurskainen_33692365_endothelial
SATB2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4145965337659994	1.4120083915592332	1.4138867602222829	0.0	1.4145965337659994	SCRNASEQ: Hurskainen_33692365_endothelial
C2orf69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4145833809877986	1.4119956513997147	1.413872271911457	0.0	1.4145833809877986	SCRNASEQ: Hurskainen_33692365_endothelial
TYW5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4145702282095978	1.4119829112401963	1.4138577836006307	0.0	1.4145702282095978	SCRNASEQ: Hurskainen_33692365_endothelial
MAIP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4145570754313967	1.4119701710806778	1.4138432952898048	0.0	1.4145570754313967	SCRNASEQ: Hurskainen_33692365_endothelial
KCTD18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.414530769874995	1.4119446907616409	1.4138143186681529	0.0	1.414530769874995	SCRNASEQ: Hurskainen_33692365_endothelial
AOX2P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4144913115403923	1.411893730123567	1.4137563654248488	0.0	1.4144913115403923	SCRNASEQ: Hurskainen_33692365_endothelial
PPIL3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4144518532057897	1.4118555096450116	1.4137129004923707	0.0	1.4144518532057897	SCRNASEQ: Hurskainen_33692365_endothelial
NIF3L1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.414438700427589	1.4118427694854931	1.4136984121815448	0.0	1.414438700427589	SCRNASEQ: Hurskainen_33692365_endothelial
ORC2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4144255476493879	1.4118300293259747	1.4136839238707188	0.0	1.4144255476493879	SCRNASEQ: Hurskainen_33692365_endothelial
FAM126B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.414412394871187	1.4118172891664562	1.4136694355598929	0.0	1.414412394871187	SCRNASEQ: Hurskainen_33692365_endothelial
FLACC1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4143860893147853	0.0	1.4136404589382408	0.0	1.4143860893147853	SCRNASEQ: Hurskainen_33692365_endothelial
TRAK2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4143466309801827	1.4117663285283824	1.4135969940057627	0.0	1.4143466309801827	SCRNASEQ: Hurskainen_33692365_endothelial
STRADB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4143334782019816	1.4117535883688639	1.4135825056949367	0.0	1.4143334782019816	SCRNASEQ: Hurskainen_33692365_endothelial
TMEM237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4143203254237808	1.4117408482093454	1.4135680173841108	0.0	1.4143203254237808	SCRNASEQ: Hurskainen_33692365_endothelial
MPP4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.41430717264558	1.411728108049827	1.4135535290732848	0.0	1.41430717264558	SCRNASEQ: Hurskainen_33692365_endothelial
ALS2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.414294019867379	1.4117153678903085	1.4135390407624588	0.0	1.414294019867379	SCRNASEQ: Hurskainen_33692365_endothelial
FZD7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4142808670891782	1.41170262773079	1.4135100641408067	0.0	1.4142808670891782	SCRNASEQ: Hurskainen_33692365_endothelial
LOC100652824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4142677143109772	1.4116898875712716	1.4134955758299808	0.0	1.4142677143109772	SCRNASEQ: Hurskainen_33692365_endothelial
BMPR2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4142282559763746	1.4116516670927162	1.4134521108975027	0.0	1.4142282559763746	SCRNASEQ: Hurskainen_33692365_endothelial
ICA1L	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4142019504199728	1.4116261867736792	1.4134231342758508	0.0	1.4142019504199728	SCRNASEQ: Hurskainen_33692365_endothelial
NBEAL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4141624920853701	1.4115879662951238	1.4133796693433727	0.0	1.4141624920853701	SCRNASEQ: Hurskainen_33692365_endothelial
CYP20A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4141493393071694	1.4115752261356054	1.4133651810325467	0.0	1.4141493393071694	SCRNASEQ: Hurskainen_33692365_endothelial
MMP16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.414138959355231	0.0	0.0	0.0	0.0	1.414138959355231	RNASEQ: Rao_37310763_ranked
ABI2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4141361865289686	1.411562485976087	1.4133506927217208	0.0	1.4141361865289686	SCRNASEQ: Hurskainen_33692365_endothelial
CTLA4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4140967281943657	1.4115242654975315	1.4133072277892427	0.0	1.4140967281943657	SCRNASEQ: Hurskainen_33692365_endothelial
PARD3B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4140704226379641	1.4114987851784946	1.4132782511675908	0.0	1.4140704226379641	SCRNASEQ: Hurskainen_33692365_endothelial
INO80D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4140441170815623	1.4114733048594577	1.4132492745459386	0.0	1.4140441170815623	SCRNASEQ: Hurskainen_33692365_endothelial
NDUFS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4140309643033613	1.4114605646999392	1.4132347862351127	0.0	1.4140309643033613	SCRNASEQ: Hurskainen_33692365_endothelial
ZDBF2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4140046587469597	1.4114350843809023	1.4132058096134608	0.0	1.4140046587469597	SCRNASEQ: Hurskainen_33692365_endothelial
MDH1B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4139783531905579	1.4114096040618653	1.4131623446809827	0.0	1.4139783531905579	SCRNASEQ: Hurskainen_33692365_endothelial
FASTKD2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4139652004123568	1.4113968639023469	1.4131478563701567	0.0	1.4139652004123568	SCRNASEQ: Hurskainen_33692365_endothelial
FRS3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4139407530754424	0.0	0.0	0.0	0.0	1.4139407530754424	RNASEQ: Rao_37310763_ranked
METTL21A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4139257420777542	1.4113586434237915	1.4131043914376786	0.0	1.4139257420777542	SCRNASEQ: Hurskainen_33692365_endothelial
BOLL	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4120338718782701	1.4139157368439348	0.0	1.4139157368439348	SCRNASEQ: Hurskainen_33692365_stroma
CCNYL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4139125892995534	1.411345903264273	1.4130899031268527	0.0	1.4139125892995534	SCRNASEQ: Hurskainen_33692365_endothelial
FZD5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4138994365213524	1.4113331631047545	1.4130754148160267	0.0	1.4138994365213524	SCRNASEQ: Hurskainen_33692365_endothelial
PLEKHM3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4138862837431516	1.411320422945236	1.4130609265052005	0.0	1.4138862837431516	SCRNASEQ: Hurskainen_33692365_endothelial
IDH1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4138731309649508	1.4112822024666807	1.4130174615727227	0.0	1.4138731309649508	SCRNASEQ: Hurskainen_33692365_endothelial
PIKFYVE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4138599781867498	1.4112694623071622	1.4130029732618965	0.0	1.4138599781867498	SCRNASEQ: Hurskainen_33692365_endothelial
RPE	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4138205198521472	1.4112312418286068	1.4129595083294186	0.0	1.4138205198521472	SCRNASEQ: Hurskainen_33692365_endothelial
KANSL1L	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4138073670739464	1.4112185016690884	1.4129450200185927	0.0	1.4138073670739464	SCRNASEQ: Hurskainen_33692365_endothelial
MYL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4137810615175446	1.4111930213500514	1.4129160433969405	0.0	1.4137810615175446	SCRNASEQ: Hurskainen_33692365_endothelial
Aox4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4119064702830855	1.4137708537356748	0.0	1.4137708537356748	SCRNASEQ: Hurskainen_33692365_stroma
SPAG16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.413741603182942	1.4111420607119776	1.4128580901536365	0.0	1.413741603182942	SCRNASEQ: Hurskainen_33692365_endothelial
BARD1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.413728450404741	1.411129320552459	1.4128436018428105	0.0	1.413728450404741	SCRNASEQ: Hurskainen_33692365_endothelial
PECR	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4136758392919375	1.4110783599143852	1.4127856485995065	0.0	1.4136758392919375	SCRNASEQ: Hurskainen_33692365_endothelial
MARCHF4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4136495337355357	1.4110401394358298	1.4127421836670284	0.0	1.4136495337355357	SCRNASEQ: Hurskainen_33692365_endothelial
