,,,,,,,,,,FASN,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CCDC57,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SLC16A3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CD7,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SECTM1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,UTS2R,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,OGFOD3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,HEXDC,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,FOXK2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,WDR45L,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,FN3KRP,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,FN3K,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TBCD,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ZNF750,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,B3GNTL1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,METRNL,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,COLEC12,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CETN1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CLUL1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,C18orf56,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ENOSF1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,YES1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ADCYAP1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,METTL4,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,NDC80,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SMCHD1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,EMILIN2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,LPIN2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,MYOM1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TGIF1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,DLGAP1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,C18orf42,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ZFP161,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,EPB41L3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TMEM200C,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,L3MBTL4,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,LOC100130480,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ARHGAP28,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,LAMA1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,LRRC30,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PTPRM,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SOGA2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,NDUFV2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ANKRD12,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TWSG1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,RALBP1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PPP4R1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TXNDC2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,VAPA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,APCDD1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,NAPG,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PIEZO2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,GNAL,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,MPPE1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,IMPA2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CIDEA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CEP76,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PSMG2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PTPN2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SEH1L,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CEP192,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,FAM210A,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,RNMT,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,MC5R,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ZNF519,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,POTEC,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ANKRD30B,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ROCK1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,GREB1L,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ESCO1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,MIB1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,GATA6,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CTAGE1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,RBBP8,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CABLES1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TMEM241,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,NPC1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ANKRD29,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,LAMA3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CABYR,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,OSBPL1A,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,IMPACT,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,HRH4,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ZNF521,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SS18,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PSMA8,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TAF4B,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,AQP4,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CHST9,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CDH2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,DSC3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,DSC2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,DSC1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,DSG1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,DSG4,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,DSG3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,DSG2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TTR,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,B4GALT6,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SLC25A52,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TRAPPC8,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,RNF125,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,RNF138,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,MEP1B,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,GAREM,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,KLHL14,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CCDC178,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ASXL3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,NOL4,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,DTNA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ZNF397,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ZSCAN30,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ZNF24,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ZNF396,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,INO80C,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,GALNT1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,C18orf21,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SLC39A6,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ELP2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,MOCOS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,FHOD3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TPGS2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,KIAA1328,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CELF4,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PIK3C3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,RIT2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SETBP1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SLC14A2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SLC14A1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SIGLEC15,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,EPG5,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PSTPIP2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ATP5A1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,HAUS1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,C18orf25,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,RNF165,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,LOXHD1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TCEB3B,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,KATNAL2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,HDHD2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ZBTB7C,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CTIF,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SMAD7,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,DYM,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,RPL17-C18ORF32,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,LIPG,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ACAA2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,MYO5B,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CCDC11,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,MBD1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SKA1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,MAPK4,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,MRO,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ME2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ELAC1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SMAD4,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,MEX3C,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,DCC,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,POLI,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,STARD6,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,C18orf54,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,DYNAP,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,RAB27B,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CCDC68,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TCF4,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TXNL1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,WDR7,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,BOD1L2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ST8SIA3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,FECH,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ATP8B1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,LOC100505549,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,NEDD4L,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ALPK2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,MALT1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ZNF532,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,GRP,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,RAX,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,LMAN1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CCBE1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,MC4R,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CDH20,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,RNF152,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PIGN,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,KIAA1468,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TNFRSF11A,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ZCCHC2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PHLPP1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,KDSR,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SERPINB5,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SERPINB12,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SERPINB13,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SERPINB4,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SERPINB3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SERPINB7,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SERPINB2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SERPINB10,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SERPINB8,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CDH7,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CDH19,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,DSEL,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TMX3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CCDC102B,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,DOK6,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CD226,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,RTTN,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SOCS6,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,NETO1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,FBXO15,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TIMM21,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,C18orf63,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,FAM69C,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CNDP2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CNDP1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ZNF407,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ZADH2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TSHZ1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,C18orf62,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ZNF516,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ZNF236,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,MBP,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,GALR1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SALL3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ATP9B,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,NFATC1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CTDP1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,KCNG2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PQLC1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,HSBP1L1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,RBFA,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ADNP2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PPAP2C,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,MIER2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,THEG,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,C2CD4C,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SHC2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ODF3L2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,MADCAM1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TPGS1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,GZMM,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,BSG,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,HCN2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,POLRMT,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,FGF22,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,RNF126,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,FSTL3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PRSS57,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PALM,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,C19orf21,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,LPPR3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,AZU1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PRTN3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ELANE,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CFD,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,MED16,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,R3HDM4,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,KISS1R,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ARID3A,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,WDR18,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,GRIN3B,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,C19orf6,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CNN2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ABCA7,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,HMHA1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,POLR2E,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SBNO2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,STK11,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,C19orf26,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ATP5D,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,MIDN,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,MUM1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,NDUFS7,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,GAMT,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,APC2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PCSK4,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,REEP6,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ADAMTSL5,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PLK5,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,MEX3D,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,MBD3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TCF3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ONECUT3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ATP8B3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,REXO1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,KLF16,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,FAM108A1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ADAT3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SCAMP4,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CSNK1G2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,BTBD2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,MKNK2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,MOB3A,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,IZUMO4,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,AP3D1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,DOT1L,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,AMH,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,JSRP1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,C19orf35,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,LINGO3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TMPRSS9,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,LMNB2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,DIRAS1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SLC39A3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,THOP1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ZNF554,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ZNF555,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ZNF556,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ZNF57,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ZNF77,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TLE6,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TLE2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,GNA15,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,NCLN,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CELF5,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,NFIC,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,C19orf77,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,C19orf71,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,MFSD12,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TBXA2R,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CACTIN,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TJP3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,APBA3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,MATK,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ZFR2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,DAPK3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PIAS4,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ZBTB7A,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CREB3L3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SIRT6,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ANKRD24,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,EBI3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CCDC94,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SHD,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TMIGD2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,FSD1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,STAP2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,MPND,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CHAF1A,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,UBXN6,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PLIN4,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PLIN5,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,LRG1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SEMA6B,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,C19orf10,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,DPP9,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TICAM1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PLIN3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ARRDC5,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,KDM4B,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PTPRS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ZNRF4,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SAFB2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SAFB,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,HSD11B1L,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,LONP1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CATSPERD,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PRR22,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,DUS3L,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,FUT6,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,FUT3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,FUT5,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,NDUFA11,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,VMAC,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CAPS,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,RANBP3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,RFX2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ACSBG2,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,MLLT1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ACER1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,CLPP,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ALKBH7,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,GTF2F1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SLC25A41,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SLC25A23,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,DENND1C,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TNFSF9,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TNFSF14,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,C3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,GPR108,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,TRIP10,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,SH2D3A,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,VAV1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,EMR1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ZNF557,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,INSR,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ARHGEF18,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,PEX11G,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,C19orf45,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ZNF358,,,,,,,,,,,,,,,,,,,,
